geoid,ansi_code,county of social_data_combined_cleaned,state_name,state_abbrev,population_per_square_mile,median_income_dollars,mean_income_dollars,percent_bachelors_or_higher,county_state of social_data_combined_cleaned,county_type,total_crime,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson
27161,659525,waseca , minnesota,MN,45.20072941,52357,61095,19,waseca_minnesota,Nonmetropolitan,90,-1,0,-1,0,1,91,40,49,2,0
27163,659526,washington , minnesota,MN,619.6907479,79571,98170,40,washington_minnesota,Metropolitan,956,-1,0,-1,3,18,957,179,734,44,2
27165,659527,watonwan , minnesota,MN,25.77555426,49307,58890,14.9,watonwan_minnesota,Nonmetropolitan,37,-1,0,-1,0,3,38,14,21,3,0
27167,659528,wilkin , minnesota,MN,8.75682629,51957,61174,17.3,wilkin_minnesota,Nonmetropolitan,45,-1,0,-1,0,1,46,11,35,0,0
27169,659529,winona , minnesota,MN,82.17902735,44848,57062,25.3,winona_minnesota,Nonmetropolitan,103,-1,0,-1,0,3,104,26,67,11,0
27171,659530,wright , minnesota,MN,188.5232147,69674,80113,25.4,wright_minnesota,Metropolitan,1715,-1,0,-1,9,48,1716,167,1490,59,12
27173,659531,yellow medicine , minnesota,MN,13.75047589,50740,58004,18.1,yellow medicine_minnesota,Nonmetropolitan,37,-1,0,-1,0,6,38,9,28,1,0
28001,695726,adams , mississippi,MS,69.84539594,26784,41777,18.2,adams_mississippi,Nonmetropolitan,688,67,2,6,8,51,621,297,318,6,1
28003,711755,alcorn , mississippi,MS,92.6336998,32221,45092,15.3,alcorn_mississippi,,0,,,,,,,,,,
28005,695727,amite , mississippi,MS,17.98520751,31402,42155,9.4,amite_mississippi,,0,,,,,,,,,,
28007,695728,attala , mississippi,MS,26.61833895,29805,44883,16.2,attala_mississippi,,0,,,,,,,,,,
28009,695729,benton , mississippi,MS,21.46742873,28666,42673,9.5,benton_mississippi,,0,,,,,,,,,,
28011,695730,bolivar , mississippi,MS,38.95283108,27173,42756,19.5,bolivar_mississippi,,0,,,,,,,,,,
28013,695731,calhoun , mississippi,MS,25.50748159,29893,39349,9.9,calhoun_mississippi,,0,,,,,,,,,,
28015,695732,carroll , mississippi,MS,16.867677,28793,41115,14,carroll_mississippi,,0,,,,,,,,,,
28017,695733,chickasaw , mississippi,MS,34.66067731,30395,40233,10.9,chickasaw_mississippi,Nonmetropolitan,57,16,1,1,4,10,41,18,20,3,0
28019,695734,choctaw , mississippi,MS,20.43871375,29832,39912,11.3,choctaw_mississippi,Nonmetropolitan,101,11,0,0,0,11,90,31,52,7,0
28021,695735,claiborne , mississippi,MS,19.70431222,21924,33048,17.5,claiborne_mississippi,Nonmetropolitan,117,33,1,0,3,29,84,47,36,1,0
28023,695736,clarke , mississippi,MS,24.1947845,31059,45117,9.5,clarke_mississippi,,0,,,,,,,,,,
28025,695737,clay , mississippi,MS,50.31737942,32919,46700,16.5,clay_mississippi,,0,,,,,,,,,,
28027,695738,coahoma , mississippi,MS,47.33709602,26050,43090,16.5,coahoma_mississippi,,0,,,,,,,,,,
28029,695739,copiah , mississippi,MS,37.88900268,38154,48123,14.4,copiah_mississippi,,0,,,,,,,,,,
28031,695740,covington , mississippi,MS,47.28945944,31127,44085,15.6,covington_mississippi,,0,,,,,,,,,,
28033,695741,desoto , mississippi,MS,338.6615422,59734,69100,21.3,desoto_mississippi,,0,,,,,,,,,,
28035,695742,forrest , mississippi,MS,160.6942961,35805,51123,26.2,forrest_mississippi,Metropolitan,501,24,1,3,3,17,477,173,296,8,1
28037,695743,franklin , mississippi,MS,14.39925928,33250,56693,10.1,franklin_mississippi,Nonmetropolitan,65,11,1,1,4,5,54,30,18,6,0
28039,695744,george , mississippi,MS,47.16445098,45365,55444,10.6,george_mississippi,,0,,,,,,,,,,
28041,695745,greene , mississippi,MS,20.20329566,40404,46661,8.6,greene_mississippi,,0,,,,,,,,,,
28043,695746,grenada , mississippi,MS,51.89679394,33123,48251,17.2,grenada_mississippi,Nonmetropolitan,118,18,0,0,7,11,100,49,46,5,0
28045,711756,hancock , mississippi,MS,92.72651283,42591,56951,23,hancock_mississippi,,0,,,,,,,,,,
28047,695747,harrison , mississippi,MS,325.9703063,44550,59175,20.5,harrison_mississippi,Metropolitan,1198,34,0,6,12,16,1164,371,686,107,2
28049,695748,hinds , mississippi,MS,282.0207395,39290,55527,27.7,hinds_mississippi,Metropolitan,478,30,2,6,4,18,448,165,206,77,0
28051,695749,holmes , mississippi,MS,25.37072204,22259,32134,11.8,holmes_mississippi,,0,,,,,,,,,,
28053,695750,humphreys , mississippi,MS,22.40191545,25730,36927,10.9,humphreys_mississippi,,0,,,,,,,,,,
28055,695751,issaquena , mississippi,MS,3.403987459,22396,32056,4.2,issaquena_mississippi,,0,,,,,,,,,,
28057,695752,itawamba , mississippi,MS,43.92186746,37769,47396,11.3,itawamba_mississippi,Nonmetropolitan,297,26,2,4,0,20,271,85,170,16,4
28059,695753,jackson , mississippi,MS,193.2441744,49620,62769,18.6,jackson_mississippi,Metropolitan,1833,140,3,30,15,92,1693,551,1019,123,28
28061,695754,jasper , mississippi,MS,25.2305754,28914,44562,11.7,jasper_mississippi,,0,,,,,,,,,,
28063,695755,jefferson , mississippi,MS,14.85960691,20375,35650,19.5,jefferson_mississippi,Nonmetropolitan,61,18,1,3,0,14,43,11,26,6,1
28065,695756,jefferson davis , mississippi,MS,30.57219734,25842,36165,11.6,jefferson davis_mississippi,,0,,,,,,,,,,
28067,695757,jones , mississippi,MS,97.52660857,37643,51515,16.1,jones_mississippi,Nonmetropolitan,1079,79,2,25,4,48,1000,373,627,0,0
28069,695758,kemper , mississippi,MS,13.64688808,25584,36407,10.9,kemper_mississippi,Nonmetropolitan,51,2,0,0,0,2,49,27,18,4,5
28071,695759,lafayette , mississippi,MS,74.95710043,41166,60477,39.7,lafayette_mississippi,,0,,,,,,,,,,
28073,695760,lamar , mississippi,MS,111.9755359,50075,69052,32.5,lamar_mississippi,Metropolitan,701,30,4,8,14,4,671,382,277,12,1
28075,695761,lauderdale , mississippi,MS,114.0664038,35420,53459,17.9,lauderdale_mississippi,Nonmetropolitan,685,35,0,8,4,23,650,342,271,37,2
28077,695762,lawrence , mississippi,MS,30.02080489,37000,49679,11.8,lawrence_mississippi,,0,,,,,,,,,,
28079,695763,leake , mississippi,MS,40.83190395,32537,44672,10.3,leake_mississippi,,0,,,,,,,,,,
28081,695764,lee , mississippi,MS,184.2645088,41150,57122,20.9,lee_mississippi,Nonmetropolitan,847,47,0,5,5,37,800,297,462,41,12
28083,695765,leflore , mississippi,MS,54.53986995,22353,35459,16.1,leflore_mississippi,Nonmetropolitan,500,70,1,6,7,56,430,174,236,20,2
28085,695766,lincoln , mississippi,MS,59.49173797,38438,54217,17.5,lincoln_mississippi,Nonmetropolitan,357,32,0,2,0,30,325,105,199,21,9
28087,695767,lowndes , mississippi,MS,118.2550657,37626,54044,19.8,lowndes_mississippi,Nonmetropolitan,661,53,3,5,12,33,608,309,277,22,0
28089,695768,madison , mississippi,MS,133.2431078,59730,84670,44.6,madison_mississippi,Metropolitan,558,31,1,3,5,22,527,134,344,49,0
28091,695769,marion , mississippi,MS,49.94247618,32117,47349,13.4,marion_mississippi,Nonmetropolitan,593,32,0,9,9,14,561,242,291,28,5
28093,695770,marshall , mississippi,MS,52.59751938,33279,48457,10.6,marshall_mississippi,,0,,,,,,,,,,
28095,695771,monroe , mississippi,MS,48.34569347,35102,46456,13,monroe_mississippi,,0,,,,,,,,,,
28097,711757,montgomery , mississippi,MS,26.844005,33087,41256,15.6,montgomery_mississippi,,0,,,,,,,,,,
28099,695772,neshoba , mississippi,MS,52.0502823,36128,47641,11.3,neshoba_mississippi,,0,,,,,,,,,,
28101,695773,newton , mississippi,MS,37.57109447,37386,46738,13.1,newton_mississippi,,0,,,,,,,,,,
28103,695774,noxubee , mississippi,MS,16.60821305,21798,33215,12.1,noxubee_mississippi,,0,,,,,,,,,,
28105,695775,oktibbeha , mississippi,MS,104.0394936,29013,47094,41.7,oktibbeha_mississippi,Nonmetropolitan,269,42,0,2,5,35,227,105,113,9,6
28107,695776,panola , mississippi,MS,50.65650433,34592,44413,14,panola_mississippi,Nonmetropolitan,630,70,2,1,9,58,560,282,262,16,1
28109,695777,pearl river , mississippi,MS,68.85750121,42971,53687,14.8,pearl river_mississippi,,0,,,,,,,,,,
28111,695778,perry , mississippi,MS,18.92616786,39070,45820,9,perry_mississippi,,0,,,,,,,,,,
28113,711758,pike , mississippi,MS,98.78366319,32751,47745,16.2,pike_mississippi,Nonmetropolitan,404,36,1,1,5,29,368,236,131,1,-1
28115,695803,pontotoc , mississippi,MS,60.19220839,38574,47704,10.6,pontotoc_mississippi,Nonmetropolitan,94,22,0,1,12,9,72,26,44,2,3
28117,695779,prentiss , mississippi,MS,60.90895947,32518,43534,11,prentiss_mississippi,,0,,,,,,,,,,
28119,695780,quitman , mississippi,MS,20.30310213,24545,34070,11,quitman_mississippi,,0,,,,,,,,,,
28121,695781,rankin , mississippi,MS,182.6173298,56159,70886,28.1,rankin_mississippi,Metropolitan,658,40,3,4,6,27,618,148,420,50,1
28123,695782,scott , mississippi,MS,46.39641488,36999,49202,9.6,scott_mississippi,Nonmetropolitan,423,47,2,2,3,40,376,126,219,31,6
28125,695783,sharkey , mississippi,MS,11.3870101,29451,38017,19.2,sharkey_mississippi,,0,,,,,,,,,,
28127,695784,simpson , mississippi,MS,46.68147864,36606,47637,13.4,simpson_mississippi,Metropolitan,390,39,0,5,3,31,351,121,194,36,3
28129,695785,smith , mississippi,MS,25.9189755,36795,51084,13.3,smith_mississippi,,0,,,,,,,,,,
28131,695786,stone , mississippi,MS,39.92502553,43731,65549,13.1,stone_mississippi,,0,,,,,,,,,,
28133,695787,sunflower , mississippi,MS,42.20685227,27042,40133,13.8,sunflower_mississippi,,0,,,,,,,,,,
28135,695788,tallahatchie , mississippi,MS,23.83121955,27092,36312,9.1,tallahatchie_mississippi,,0,,,,,,,,,,
28137,695789,tate , mississippi,MS,71.36592392,41839,55065,14.7,tate_mississippi,,0,,,,,,,,,,
28139,695790,tippah , mississippi,MS,48.56110001,35769,46423,11.3,tippah_mississippi,Nonmetropolitan,15,5,0,1,0,4,10,4,6,0,0
28141,695791,tishomingo , mississippi,MS,46.18223988,30734,44553,11.8,tishomingo_mississippi,,0,,,,,,,,,,
28143,695792,tunica , mississippi,MS,23.70520908,30470,39130,13.7,tunica_mississippi,Metropolitan,571,30,0,2,15,13,541,86,409,46,0
28145,695793,union , mississippi,MS,65.28905336,36661,49040,13.6,union_mississippi,Nonmetropolitan,238,4,0,0,0,4,234,84,136,14,3
28147,695794,walthall , mississippi,MS,38.23054681,34045,45105,12.6,walthall_mississippi,,0,,,,,,,,,,
28149,695795,warren , mississippi,MS,82.87666461,40469,55170,23.8,warren_mississippi,Nonmetropolitan,424,16,4,5,1,6,408,129,261,18,0
28151,695796,washington , mississippi,MS,70.5589997,28591,44706,18.8,washington_mississippi,Nonmetropolitan,597,41,2,2,8,29,556,123,367,66,0
28153,695797,wayne , mississippi,MS,25.58988591,31388,45195,10.1,wayne_mississippi,,0,,,,,,,,,,
28155,695798,webster , mississippi,MS,24.3573906,36392,46335,16.9,webster_mississippi,,0,,,,,,,,,,
28157,695799,wilkinson , mississippi,MS,14.56704409,33732,50350,9.6,wilkinson_mississippi,,0,,,,,,,,,,
28159,695800,winston , mississippi,MS,31.61491655,33007,44956,15.3,winston_mississippi,Nonmetropolitan,21,1,0,0,0,1,20,4,15,1,0
28161,695801,yalobusha , mississippi,MS,27.14025462,33076,44621,12.1,yalobusha_mississippi,,0,,,,,,,,,,
28163,695802,yazoo , mississippi,MS,30.40802993,27979,42727,13,yazoo_mississippi,,0,,,,,,,,,,
29001,765805,adair , missouri,MO,45.13646523,33157,46154,27.1,adair_missouri,Nonmetropolitan,176,17,0,2,0,15,159,47,107,5,0
29003,758456,andrew , missouri,MO,39.96043476,54148,64636,19.8,andrew_missouri,Metropolitan,76,2,0,0,0,2,74,28,45,1,0
29005,758457,atchison , missouri,MO,10.38731815,44330,54913,21.7,atchison_missouri,Nonmetropolitan,11,0,0,0,0,0,11,3,7,1,0
29007,758458,audrain , missouri,MO,36.87909453,41567,51208,14.4,audrain_missouri,Nonmetropolitan,156,5,0,0,1,4,151,60,81,10,0
29009,758459,barry , missouri,MO,45.73974206,38321,49108,13.2,barry_missouri,Nonmetropolitan,513,79,0,12,3,64,434,169,239,26,6
29011,758460,barton , missouri,MO,20.9521203,39144,47441,14.8,barton_missouri,,0,,,,,,,,,,
29013,758461,bates , missouri,MO,20.37674692,38966,49420,10.4,bates_missouri,Metropolitan,232,31,2,2,0,27,201,83,110,8,3
29015,758462,benton , missouri,MO,27.06587507,34512,46571,12.4,benton_missouri,Nonmetropolitan,269,28,0,0,0,28,241,111,109,21,1
29017,758463,bollinger , missouri,MO,20.00789764,36119,47132,9.7,bollinger_missouri,Metropolitan,119,14,0,2,0,12,105,44,52,9,2
29019,758464,boone , missouri,MO,237.2901633,47123,64508,45.9,boone_missouri,Metropolitan,826,90,1,2,13,74,736,179,508,49,9
29021,758465,buchanan , missouri,MO,218.6154348,43386,56832,19.4,buchanan_missouri,Metropolitan,231,22,0,3,1,18,209,62,139,8,1
29023,758466,butler , missouri,MO,61.60343991,34080,45905,14.2,butler_missouri,Nonmetropolitan,737,77,0,5,6,66,660,232,395,33,2
29025,758467,caldwell , missouri,MO,22.10167615,40522,50499,12.8,caldwell_missouri,Metropolitan,71,17,0,1,1,15,54,32,22,0,0
29027,758468,callaway , missouri,MO,53.11925231,50669,60563,22.2,callaway_missouri,Metropolitan,844,60,3,6,1,50,784,205,538,41,6
29029,758469,camden , missouri,MO,67.08409371,44961,57894,20.6,camden_missouri,Nonmetropolitan,491,39,0,0,0,39,452,145,284,23,0
29031,758470,cape girardeau , missouri,MO,130.8028036,45795,58591,26.7,cape girardeau_missouri,Metropolitan,289,13,0,1,2,10,276,116,153,7,0
29033,758471,carroll , missouri,MO,13.38139791,44015,61333,17.3,carroll_missouri,Nonmetropolitan,45,4,0,0,1,3,41,11,28,2,0
29035,758472,carter , missouri,MO,12.34820966,26689,37750,12.5,carter_missouri,Nonmetropolitan,67,5,0,0,0,5,62,29,28,5,0
29037,758473,cass , missouri,MO,142.7566888,60807,72075,21.9,cass_missouri,Metropolitan,513,48,0,2,4,42,465,125,313,27,0
29039,758474,cedar , missouri,MO,29.46786292,31353,37700,11.8,cedar_missouri,Nonmetropolitan,155,12,0,3,0,9,143,48,88,7,0
29041,758475,chariton , missouri,MO,10.42491756,40958,49183,13.7,chariton_missouri,Nonmetropolitan,74,21,0,0,0,21,53,23,28,2,0
29043,758476,christian , missouri,MO,137.60364,51961,63974,26.3,christian_missouri,Metropolitan,467,66,0,0,2,64,401,174,181,46,6
29045,758477,clark , missouri,MO,14.14526087,40333,48113,12.7,clark_missouri,Nonmetropolitan,34,6,0,0,0,6,28,18,5,5,0
29047,758478,clay , missouri,MO,558.6209848,60507,73203,30.6,clay_missouri,Metropolitan,235,25,3,2,2,18,210,93,92,25,3
29049,758479,clinton , missouri,MO,49.51116585,51439,62197,17.1,clinton_missouri,Metropolitan,137,49,0,0,2,47,88,18,62,8,1
29051,758480,cole , missouri,MO,192.9904762,55580,66583,30.9,cole_missouri,Metropolitan,470,48,1,2,3,42,422,105,289,28,1
29053,758481,cooper , missouri,MO,31.1651749,45869,56200,17.8,cooper_missouri,Nonmetropolitan,137,5,0,2,0,3,132,31,90,11,0
29055,758482,crawford , missouri,MO,33.25984456,35947,43332,10.2,crawford_missouri,Nonmetropolitan,217,32,0,3,0,29,185,73,102,10,0
29057,758483,dade , missouri,MO,16.08736113,32248,42485,9.5,dade_missouri,Nonmetropolitan,51,4,0,0,0,4,47,37,0,10,0
29059,758484,dallas , missouri,MO,31.02428019,39132,48100,11.7,dallas_missouri,Metropolitan,239,30,0,3,0,27,209,63,140,6,0
29061,758485,daviess , missouri,MO,14.9723031,41133,51447,14.6,daviess_missouri,Nonmetropolitan,72,5,0,1,0,4,67,25,33,9,2
29063,758486,dekalb , missouri,MO,30.59645525,45252,53923,11.3,dekalb_missouri,,0,,,,,,,,,,
29065,758487,dent , missouri,MO,20.7986291,36715,46556,11.8,dent_missouri,Nonmetropolitan,100,17,4,2,1,10,83,41,32,10,1
29067,758488,douglas , missouri,MO,16.81841422,32300,39927,9.7,douglas_missouri,Nonmetropolitan,124,30,1,1,0,28,94,39,47,8,2
29069,758489,dunklin , missouri,MO,59.05531457,30806,42294,11.3,dunklin_missouri,Nonmetropolitan,256,24,0,0,3,21,232,58,159,15,5
29071,758490,franklin , missouri,MO,109.9968461,50098,62001,16.7,franklin_missouri,Metropolitan,557,89,1,4,1,83,468,122,294,52,2
29073,758491,gasconade , missouri,MO,29.39728043,40788,51736,14.8,gasconade_missouri,Nonmetropolitan,145,19,0,0,1,18,126,48,70,8,2
29075,758492,gentry , missouri,MO,13.71122986,36307,47589,12.8,gentry_missouri,Nonmetropolitan,23,0,0,0,0,0,23,8,15,0,0
29077,758493,greene , missouri,MO,407.4816675,41622,56549,27.8,greene_missouri,Metropolitan,1812,96,3,9,10,74,1716,573,1037,106,49
29079,758494,grundy , missouri,MO,23.57354874,36590,45331,14.5,grundy_missouri,Nonmetropolitan,62,5,0,1,0,4,57,26,27,4,0
29081,758495,harrison , missouri,MO,12.3971632,35915,45617,8.1,harrison_missouri,Nonmetropolitan,63,8,1,0,2,5,55,9,40,6,3
29083,758496,henry , missouri,MO,31.95651893,36944,52005,15.2,henry_missouri,Nonmetropolitan,397,43,1,2,0,40,354,115,220,19,7
29085,758497,hickory , missouri,MO,24.12231797,28850,36654,9,hickory_missouri,Nonmetropolitan,125,2,0,0,1,1,123,46,59,18,0
29087,758498,holt , missouri,MO,10.61611047,41737,52844,15.5,holt_missouri,Nonmetropolitan,79,5,0,0,0,5,74,35,32,7,0
29089,758499,howard , missouri,MO,21.86918588,46991,59584,23.8,howard_missouri,Metropolitan,49,10,1,1,0,8,39,19,19,1,0
29091,758500,howell , missouri,MO,43.56978931,35625,45323,15.7,howell_missouri,Nonmetropolitan,398,28,1,0,1,26,370,141,203,26,2
29093,758501,iron , missouri,MO,19.31817562,32029,43122,10.7,iron_missouri,Nonmetropolitan,91,31,0,3,2,26,60,24,29,7,1
29095,758502,jackson , missouri,MO,1115.302533,46874,61843,27.1,jackson_missouri,Metropolitan,598,42,0,5,6,31,556,190,315,51,1
29097,758503,jasper , missouri,MO,183.8784501,39522,52524,19.3,jasper_missouri,Metropolitan,643,152,0,7,2,143,491,154,282,55,9
29099,758504,jefferson , missouri,MO,333.1150467,56400,65990,16.7,jefferson_missouri,Metropolitan,2876,384,2,30,19,333,2492,404,1898,190,18
29101,758505,johnson , missouri,MO,63.42233402,47268,56347,24.4,johnson_missouri,Nonmetropolitan,442,26,1,1,1,23,416,155,224,37,0
29103,758506,knox , missouri,MO,8.196249685,34596,50255,17,knox_missouri,Nonmetropolitan,48,2,0,0,0,2,46,18,26,2,0
29105,758507,laclede , missouri,MO,46.51524682,39697,51582,13.3,laclede_missouri,Nonmetropolitan,467,138,0,0,0,138,329,81,216,32,2
29107,758508,lafayette , missouri,MO,53.11783436,50000,58963,16.4,lafayette_missouri,Metropolitan,154,10,0,0,0,10,144,49,85,10,0
29109,758509,lawrence , missouri,MO,63.15459094,39829,48420,14.6,lawrence_missouri,Nonmetropolitan,471,56,0,4,3,49,415,176,212,27,5
29111,758510,lewis , missouri,MO,20.21812047,40579,50778,12.8,lewis_missouri,Nonmetropolitan,69,0,0,0,0,0,69,24,41,4,0
29113,758511,lincoln , missouri,MO,83.8967307,53726,60972,12.5,lincoln_missouri,Metropolitan,341,89,2,0,0,87,252,82,149,21,0
29115,758512,linn , missouri,MO,20.73058204,38211,51231,13.2,linn_missouri,Nonmetropolitan,70,16,0,1,0,15,54,29,24,1,2
29117,758513,livingston , missouri,MO,28.54437763,42260,51001,19.1,livingston_missouri,Nonmetropolitan,35,3,0,0,0,3,32,10,17,5,1
29119,758518,mcdonald , missouri,MO,42.78749907,37701,47267,9.7,mcdonald_missouri,Metropolitan,407,93,2,1,6,84,314,87,206,21,3
29121,758514,macon , missouri,MO,19.42770276,37889,46660,14.8,macon_missouri,Nonmetropolitan,131,19,0,0,0,19,112,44,64,4,0
29123,758515,madison , missouri,MO,24.72946459,35141,43476,9.8,madison_missouri,Nonmetropolitan,68,11,0,0,0,11,57,23,29,5,0
29125,758516,maries , missouri,MO,17.41245856,42018,48834,14.2,maries_missouri,Nonmetropolitan,87,31,0,3,0,28,56,16,36,4,1
29127,758517,marion , missouri,MO,65.87186788,40915,54966,18,marion_missouri,Nonmetropolitan,128,10,0,2,0,8,118,19,96,3,0
29129,758519,mercer , missouri,MO,8.340035475,34440,45539,13.7,mercer_missouri,Nonmetropolitan,23,9,3,0,0,6,14,4,10,0,0
29131,758520,miller , missouri,MO,41.76208034,36411,46165,13,miller_missouri,Nonmetropolitan,295,66,0,8,0,58,229,87,131,11,0
29133,758521,mississippi , missouri,MO,34.88482275,28474,37699,10.7,mississippi_missouri,Nonmetropolitan,75,16,0,0,0,16,59,20,37,2,0
29135,758522,moniteau , missouri,MO,37.60496356,50887,55133,16.9,moniteau_missouri,Metropolitan,47,5,1,0,0,4,42,9,31,2,0
29137,758523,monroe , missouri,MO,13.64928442,39495,48448,12,monroe_missouri,Nonmetropolitan,56,5,0,0,0,5,51,18,26,7,1
29139,758524,montgomery , missouri,MO,22.81784327,40175,49824,11.5,montgomery_missouri,Nonmetropolitan,81,3,1,0,0,2,78,26,48,4,0
29141,758525,morgan , missouri,MO,34.41086557,36928,44967,14,morgan_missouri,Nonmetropolitan,319,45,0,3,0,42,274,111,136,27,0
29143,758526,new madrid , missouri,MO,28.08962124,34772,49208,13.1,new madrid_missouri,Nonmetropolitan,80,20,0,0,0,20,60,16,38,6,2
29145,758527,newton , missouri,MO,93.01737453,41873,57259,18.3,newton_missouri,Metropolitan,811,40,1,12,3,24,771,202,495,74,4
29147,758528,nodaway , missouri,MO,26.64875639,38680,49241,24,nodaway_missouri,Nonmetropolitan,152,36,0,2,1,33,116,35,71,10,0
29149,758529,oregon , missouri,MO,13.77697532,27885,36495,9.4,oregon_missouri,Nonmetropolitan,65,9,0,0,0,9,56,27,25,4,0
29151,758530,osage , missouri,MO,22.96366651,47836,57352,13.5,osage_missouri,Metropolitan,132,39,0,0,0,39,93,42,44,7,0
29153,758531,ozark , missouri,MO,13.05149724,31992,41365,10.1,ozark_missouri,Nonmetropolitan,153,12,0,0,0,12,141,54,81,6,4
29155,758532,pemiscot , missouri,MO,37.14591996,28798,41248,10.3,pemiscot_missouri,Nonmetropolitan,149,29,1,3,2,23,120,42,69,9,0
29157,758533,perry , missouri,MO,39.99333831,44383,54966,13,perry_missouri,Nonmetropolitan,69,6,0,0,0,6,63,14,39,10,0
29159,758534,pettis , missouri,MO,61.85816347,38669,50029,15.8,pettis_missouri,Nonmetropolitan,397,9,0,2,0,7,388,130,234,24,0
29161,758535,phelps , missouri,MO,67.21803437,40675,52561,26.4,phelps_missouri,Nonmetropolitan,428,41,1,4,1,35,387,120,234,33,2
29163,758536,pike , missouri,MO,27.6177663,42276,51715,12,pike_missouri,Nonmetropolitan,97,23,0,2,0,21,74,33,35,6,1
29165,758537,platte , missouri,MO,212.5752636,66487,85323,37.7,platte_missouri,Metropolitan,381,53,1,1,2,49,328,95,224,9,7
29167,758538,polk , missouri,MO,48.99429289,38423,48894,17.2,polk_missouri,Metropolitan,424,88,0,0,2,86,336,127,192,17,0
29169,758539,pulaski , missouri,MO,95.54760656,46919,54537,19.3,pulaski_missouri,Nonmetropolitan,459,91,4,5,4,78,368,186,154,28,3
29171,758540,putnam , missouri,MO,9.624659541,34556,46968,14.9,putnam_missouri,Nonmetropolitan,15,0,0,0,0,0,15,11,1,3,0
29173,758541,ralls , missouri,MO,21.64199914,47286,56095,16.1,ralls_missouri,Nonmetropolitan,157,5,0,0,0,5,152,32,117,3,1
29175,758542,randolph , missouri,MO,52.65142412,36484,46083,12.2,randolph_missouri,Nonmetropolitan,148,6,0,2,0,4,142,37,105,0,1
29177,758543,ray , missouri,MO,41.30413762,54670,66774,14.2,ray_missouri,Metropolitan,204,19,0,2,0,17,185,73,98,14,0
29179,758544,reynolds , missouri,MO,8.282229077,33382,41831,6.9,reynolds_missouri,Nonmetropolitan,106,28,1,0,1,26,78,27,46,5,2
29181,758545,ripley , missouri,MO,22.3974127,30198,37151,9.9,ripley_missouri,Nonmetropolitan,327,29,0,0,0,29,298,94,194,10,0
29183,758546,st. charles , missouri,MO,643.2235674,71458,83517,34.5,st. charles_missouri,Metropolitan,1172,141,0,8,10,123,1031,272,720,39,13
29185,758547,st. clair , missouri,MO,14.63469969,32553,40511,12,st. clair_missouri,Nonmetropolitan,174,6,1,1,1,3,168,48,120,0,0
29186,765806,ste. genevieve , missouri,MO,36.35157958,48110,57674,9.7,ste. genevieve_missouri,Nonmetropolitan,173,59,0,2,0,57,114,23,76,15,5
29187,758548,st. francois , missouri,MO,144.6357165,37630,49795,14.8,st. francois_missouri,Nonmetropolitan,541,81,0,6,2,73,460,130,276,54,2
29189,758549,st. louis , missouri,MO,1967.219378,58630,83700,39.3,st. louis_missouri,Metropolitan,10372,1043,17,63,284,679,9329,2318,6387,624,56
29195,758550,saline , missouri,MO,30.93299307,39727,48467,16.6,saline_missouri,Nonmetropolitan,114,23,0,2,2,19,91,44,45,2,0
29197,758551,schuyler , missouri,MO,14.41899363,32862,41058,10.4,schuyler_missouri,Nonmetropolitan,43,1,0,0,0,1,42,13,22,7,1
29199,758552,scotland , missouri,MO,11.09072963,36863,47411,18.1,scotland_missouri,,0,,,,,,,,,,
29201,758553,scott , missouri,MO,93.31412653,39113,50251,13.7,scott_missouri,Nonmetropolitan,120,24,0,0,1,23,96,32,55,9,0
29203,758554,shannon , missouri,MO,8.408878086,31748,39699,12.6,shannon_missouri,Nonmetropolitan,57,3,0,0,0,3,54,15,32,7,1
29205,758555,shelby , missouri,MO,12.72401291,35124,42481,13.2,shelby_missouri,Nonmetropolitan,42,2,0,1,0,1,40,5,33,2,0
29207,758556,stoddard , missouri,MO,36.40330312,34839,51752,11.4,stoddard_missouri,Nonmetropolitan,261,25,0,2,1,22,236,66,158,12,2
29209,758557,stone , missouri,MO,69.39592658,41069,50241,16.2,stone_missouri,Nonmetropolitan,563,80,2,5,0,73,483,149,310,24,2
29211,758558,sullivan , missouri,MO,10.36141492,33193,41572,10.8,sullivan_missouri,Nonmetropolitan,71,10,0,0,0,10,61,31,27,3,0
29213,758559,taney , missouri,MO,81.70787242,40120,55518,19.8,taney_missouri,Nonmetropolitan,676,117,0,9,4,104,559,164,351,44,0
29215,758560,texas , missouri,MO,22.09186369,33128,44589,11.6,texas_missouri,Nonmetropolitan,210,6,0,2,0,4,204,87,102,15,4
29217,758561,vernon , missouri,MO,25.60388578,37312,45686,13.7,vernon_missouri,Nonmetropolitan,253,33,1,2,0,30,220,69,132,19,1
29219,758562,warren , missouri,MO,75.85843243,50182,66171,15.9,warren_missouri,Metropolitan,307,67,1,5,2,59,240,82,145,13,3
29221,758563,washington , missouri,MO,33.15511118,35148,44532,7.5,washington_missouri,Metropolitan,395,35,0,6,2,27,360,105,217,38,2
29223,758564,wayne , missouri,MO,17.81009937,29331,41259,8,wayne_missouri,Nonmetropolitan,94,10,0,1,0,9,84,32,48,4,1
29225,758565,webster , missouri,MO,61.09402898,41764,50490,13.8,webster_missouri,Metropolitan,327,12,0,0,1,11,315,144,135,36,3
