state,geoid,ansi_code,county_name,population_per_square_mile
IL,17113,1784833,McLean County,143.2948728
IL,17115,424256,Macon County,190.7527093
IL,17117,424257,Macoupin County,55.35365382
IL,17119,424258,Madison County,376.3118692
IL,17121,424259,Marion County,68.90207788
IL,17123,424260,Marshall County,32.67931611
IL,17125,424261,Mason County,27.19763815
IL,17127,1784730,Massac County,65.04143868
IL,17129,424266,Menard County,40.40555024
IL,17131,1784750,Mercer County,29.28357347
IL,17133,1784865,Monroe County,85.60015168
IL,17135,1784866,Montgomery County,42.78038389
IL,17137,424270,Morgan County,62.49571459
IL,17139,1784885,Moultrie County,44.19202067
IL,17141,1784894,Ogle County,70.5231131
IL,17143,1784920,Peoria County,301.1810229
IL,17145,1784940,Perry County,50.59296769
IL,17147,424275,Piatt County,38.08953511
IL,17149,1784941,Pike County,19.76229911
IL,17151,424277,Pope County,12.12137647
IL,17153,1784966,Pulaski County,30.931044
IL,17155,424279,Putnam County,37.49976586
IL,17157,1784967,Randolph County,58.16854909
IL,17159,424281,Richland County,45.09291925
IL,17161,424282,Rock Island County,345.0270791
IL,17163,1784987,St. Clair County,410.5698288
IL,17165,424283,Saline County,65.59176871
IL,17167,1785010,Sangamon County,227.4151159
IL,17169,1785037,Schuyler County,17.25238009
IL,17171,424286,Scott County,21.3420588
IL,17173,1785051,Shelby County,29.48229652
IL,17175,424288,Stark County,20.80679258
IL,17177,1785076,Stephenson County,84.5155999
IL,17179,1785094,Tazewell County,208.6277725
IL,17181,1785113,Union County,43.07077606
IL,17183,1785114,Vermilion County,90.85920246
IL,17185,424293,Wabash County,53.51351836
IL,17187,1785134,Warren County,32.64534803
IL,17189,1785150,Washington County,26.1584295
IL,17191,424296,Wayne County,23.47950587
IL,17193,424297,White County,29.64027439
IL,17195,1785167,Whiteside County,85.49214468
IL,17197,1785190,Will County,809.5991435
IL,17199,1785215,Williamson County,157.9368272
IL,17201,1785216,Winnebago County,575.1613871
IL,17203,1785231,Woodford County,73.25515963
IN,18001,450401,Adams County,101.4282006
IN,18003,450402,Allen County,540.5821928
IN,18005,451683,Bartholomew County,188.725707
IN,18007,450403,Benton County,21.78545242
IN,18009,450404,Blackford County,77.33220257
IN,18011,450405,Boone County,133.9282547
IN,18013,451684,Brown County,48.85553928
IN,18015,450406,Carroll County,54.14750258
IN,18017,450339,Cass County,94.54210188
IN,18019,450340,Clark County,295.6430784
IN,18021,450341,Clay County,75.2079476
IN,18023,450342,Clinton County,82.02039154
IN,18025,451674,Crawford County,35.0506964
IN,18027,450343,Daviess County,73.68791139
IN,18029,450344,Dearborn County,164.0702348
IN,18031,450345,Decatur County,69.08805909
IN,18033,450346,DeKalb County,116.3732278
IN,18035,450347,Delaware County,300.0861972
IN,18037,451675,Dubois County,98.03894034
IN,18039,450348,Elkhart County,426.5366928
IN,18041,450349,Fayette County,112.9089269
IN,18043,450350,Floyd County,504.1268125
IN,18045,450351,Fountain County,43.57320501
IN,18047,450352,Franklin County,60.05514658
IN,18049,450353,Fulton County,56.55993138
IN,18051,450354,Gibson County,68.72607624
IN,18053,450355,Grant County,169.1992253
IN,18055,451676,Greene County,61.134204
IN,18057,450356,Hamilton County,696.4037061
IN,18059,450357,Hancock County,228.752745
IN,18061,451677,Harrison County,81.24396305
IN,18063,450358,Hendricks County,357.4442569
IN,18065,450359,Henry County,126.2184977
IN,18067,450360,Howard County,282.3751011
IN,18069,450361,Huntington County,97.01790927
IN,18071,451678,Jackson County,83.2024378
IN,18073,450494,Jasper County,59.82220237
IN,18075,450362,Jay County,55.36005001
IN,18077,450363,Jefferson County,89.92016771
IN,18079,450364,Jennings County,75.74691369
IN,18081,450365,Johnson County,435.8371798
IN,18083,450366,Knox County,74.49164876
IN,18085,450367,Kosciusko County,145.5791607
IN,18087,450368,LaGrange County,97.8020357
IN,18089,450495,Lake County,994.0756893
IN,18091,450507,LaPorte County,186.3065123
IN,18093,451703,Lawrence County,102.7098992
IN,18095,450370,Madison County,291.2848655
IN,18097,450371,Marion County,2279.580013
IN,18099,450372,Marshall County,106.0593424
IN,18101,451679,Martin County,30.78004509
IN,18103,450373,Miami County,98.7128252
IN,18105,451680,Monroe County,349.736001
IN,18107,450374,Montgomery County,75.55096678
IN,18109,450375,Morgan County,170.5427892
IN,18111,450376,Newton County,35.45409064
IN,18113,450377,Noble County,115.7035656
IN,18115,450378,Ohio County,71.14000464
IN,18117,451681,Orange County,49.80082181
IN,18119,450379,Owen County,55.99707232
IN,18121,450380,Parke County,38.99357491
IN,18123,451682,Perry County,50.65924077
IN,18125,450381,Pike County,38.43069908
IN,18127,450382,Porter County,393.0212147
IN,18129,450383,Posey County,63.26131489
IN,18131,446852,Pulaski County,30.90517907
IN,18133,450384,Putnam County,79.00268038
IN,18135,446853,Randolph County,57.85193389
IN,18137,450385,Ripley County,64.55269182
IN,18139,446854,Rush County,42.61449951
IN,18141,452855,St. Joseph County,583.0097193
IN,18143,450386,Scott County,127.0030515
IN,18145,450387,Shelby County,108.0781326
IN,18147,450388,Spencer County,52.80987236
IN,18149,450389,Starke County,75.57564034
IN,18151,450390,Steuben County,110.6529121
IN,18153,450391,Sullivan County,48.02724861
IN,18155,450392,Switzerland County,48.10250506
IN,18157,450393,Tippecanoe County,345.6941293
IN,18159,450394,Tipton County,61.16503736
IN,18161,450395,Union County,46.61836947
IN,18163,450396,Vanderburgh County,769.6884035
IN,18165,450397,Vermillion County,63.11167169
IN,18167,450398,Vigo County,267.4052163
IN,18169,450399,Wabash County,79.74124345
IN,18171,450400,Warren County,23.3299788
IN,18173,450335,Warrick County,155.1108974
IN,18175,451665,Washington County,55.01386929
IN,18177,450336,Wayne County,171.5462737
IN,18179,450337,Wells County,75.08007618
IN,18181,450338,White County,48.78594407
IN,18183,450369,Whitley County,99.21059454
IA,19001,465190,Adair County,13.49445168
IA,19003,465191,Adams County,9.514947844
IA,19005,465192,Allamakee County,22.42278769
IA,19007,465193,Appanoose County,25.91435213
IA,19009,465194,Audubon County,13.8138572
IA,19011,465195,Benton County,36.4055203
IA,19013,465196,Black Hawk County,231.7023379
IA,19015,465197,Boone County,46.02418956
IA,19017,465198,Bremer County,55.74576843
IA,19019,465199,Buchanan County,36.70274246
IA,19021,465200,Buena Vista County,35.239992
IA,19023,465201,Butler County,25.62697046
IA,19025,465202,Calhoun County,16.96586475
IA,19027,465203,Carroll County,36.55540472
IA,19029,465204,Cass County,24.73288449
IA,19031,465205,Cedar County,31.92587275
IA,19033,465206,Cerro Gordo County,77.68782344
IA,19035,465207,Cherokee County,20.92541939
IA,19037,465208,Chickasaw County,24.66196122
IA,19039,465209,Clarke County,21.5368987
IA,19041,465625,Clay County,29.38272824
IA,19043,465210,Clayton County,23.28592402
IA,19045,465211,Clinton County,70.67914781
IA,19047,465212,Crawford County,23.93760764
IA,19049,465213,Dallas County,112.3890512
IA,19051,465214,Davis County,17.42972751
IA,19053,465215,Decatur County,15.90017316
IA,19055,465216,Delaware County,30.74654352
IA,19057,465217,Des Moines County,96.90644353
IA,19059,465218,Dickinson County,43.79069169
IA,19061,465219,Dubuque County,153.9573076
IA,19063,465220,Emmet County,26.02284008
IA,19065,465221,Fayette County,28.57099852
IA,19067,465222,Floyd County,32.56483804
IA,19069,465223,Franklin County,18.35139835
IA,19071,465224,Fremont County,14.55737063
IA,19073,465225,Greene County,16.39119763
IA,19075,465226,Grundy County,24.81379195
IA,19077,465227,Guthrie County,18.54661203
IA,19079,465228,Hamilton County,27.17463862
IA,19081,465229,Hancock County,19.86147232
IA,19083,465230,Hardin County,30.79884842
IA,19085,465231,Harrison County,21.42217528
IA,19087,465232,Henry County,46.38199702
IA,19089,465233,Howard County,20.21350328
IA,19091,465234,Humboldt County,22.59687995
IA,19093,465235,Ida County,16.42843238
IA,19095,465236,Iowa County,27.88780763
IA,19097,465237,Jackson County,31.20563362
IA,19099,465238,Jasper County,50.43947318
IA,19101,465239,Jefferson County,38.67419807
IA,19103,465240,Johnson County,213.1489805
IA,19105,465241,Jones County,35.85345218
IA,19107,465242,Keokuk County,18.14810275
IA,19109,465243,Kossuth County,15.97890452
IA,19111,465244,Lee County,69.29614042
IA,19113,465245,Linn County,294.6462448
IA,19115,465246,Louisa County,28.34236844
IA,19117,465247,Lucas County,20.66452543
IA,19119,465248,Lyon County,19.70730877
IA,19121,465249,Madison County,27.94800769
IA,19123,465250,Mahaska County,39.2055537
IA,19125,465251,Marion County,60.06665056
IA,19127,465252,Marshall County,71.00074934
IA,19129,465253,Mills County,34.4255287
IA,19131,465254,Mitchell County,22.97003195
IA,19133,465255,Monona County,13.31706221
IA,19135,465256,Monroe County,18.37612257
IA,19137,465257,Montgomery County,25.32439513
IA,19139,465258,Muscatine County,97.70978058
IA,19141,465259,O'Brien County,25.12586491
IA,19143,465260,Osceola County,16.20832539
IA,19145,465261,Page County,29.78266803
IA,19147,465262,Palo Alto County,16.70852222
IA,19149,465263,Plymouth County,28.95608146
IA,19151,465264,Pocahontas County,12.66368813
IA,19153,465265,Polk County,750.5119424
IA,19155,465266,Pottawattamie County,98.03215894
IA,19157,465267,Poweshiek County,32.33538257
IA,19159,465268,Ringgold County,9.581735133
IA,19161,465269,Sac County,17.99962436
IA,19163,465270,Scott County,360.681003
IA,19165,465271,Shelby County,20.59484173
IA,19167,465272,Sioux County,43.86645356
IA,19169,465273,Story County,156.3184118
IA,19171,465274,Tama County,24.64178771
IA,19173,465275,Taylor County,11.87624788
IA,19175,465276,Union County,29.58609213
IA,19177,465277,Van Buren County,15.61504077
IA,19179,465278,Wapello County,82.49716904
IA,19181,465279,Warren County,81.1211122
IA,19183,465280,Washington County,38.15517681
IA,19185,465281,Wayne County,12.18604704
IA,19187,465282,Webster County,53.11904799
IA,19189,465283,Winnebago County,27.13183134
IA,19191,465284,Winneshiek County,30.52178098
IA,19193,465285,Woodbury County,117.0577681
IA,19195,465286,Worth County,18.98916083
IA,19197,465287,Wright County,22.79203752
KS,20001,484970,Allen County,26.72580416
KS,20003,484971,Anderson County,13.97749661
KS,20005,484972,Atchison County,39.25115731
KS,20007,484973,Barber County,4.286320193
KS,20009,484974,Barton County,30.90685727
KS,20011,484975,Bourbon County,23.87677801
KS,20013,484976,Brown County,17.48903432
KS,20015,484977,Butler County,46.07434419
KS,20017,484978,Chase County,3.609034228
KS,20019,484979,Chautauqua County,5.74285352
KS,20021,484980,Cherokee County,36.76680827
KS,20023,484981,Cheyenne County,2.672845129
KS,20025,484982,Clark County,2.272652652
KS,20027,484983,Clay County,13.22638583
KS,20029,484984,Cloud County,13.32649278
KS,20031,484985,Coffey County,13.718863
KS,20033,484986,Comanche County,2.398839018
KS,20035,484987,Cowley County,32.25494115
KS,20037,484988,Crawford County,66.35625581
KS,20039,484989,Decatur County,3.313870917
KS,20041,484990,Dickinson County,23.32033168
KS,20043,484991,Doniphan County,20.19547286
KS,20045,484992,Douglas County,243.1082477
KS,20047,484993,Edwards County,4.883468887
KS,20049,484994,Elk County,4.473314552
KS,20051,484995,Ellis County,31.61642472
KS,20053,484996,Ellsworth County,9.075961763
KS,20055,485326,Finney County,28.24649165
KS,20057,484997,Ford County,30.81935151
KS,20059,484998,Franklin County,45.45995145
KS,20061,484999,Geary County,89.34059248
KS,20063,485000,Gove County,2.514778406
KS,20065,481811,Graham County,2.890302074
KS,20067,485099,Grant County,13.6203897
KS,20069,485001,Gray County,6.912450352
KS,20071,485002,Greeley County,1.601901214
KS,20073,485003,Greenwood County,5.850607889
KS,20075,485327,Hamilton County,2.699426397
KS,20077,485004,Harper County,7.530554658
KS,20079,485005,Harvey County,64.25890313
KS,20081,485328,Haskell County,7.36942899
KS,20083,485006,Hodgeman County,2.227927702
KS,20085,485007,Jackson County,20.5145554
KS,20087,485008,Jefferson County,35.91238025
KS,20089,485009,Jewell County,3.382132623
KS,20091,485010,Johnson County,1149.572749
KS,20093,485011,Kearny County,4.568413048
KS,20095,485012,Kingman County,9.101617744
KS,20097,485013,Kiowa County,3.532884331
KS,20099,485014,Labette County,33.48391046
KS,20101,485015,Lane County,2.43917737
KS,20103,485016,Leavenworth County,164.6972653
KS,20105,485017,Lincoln County,4.505168224
KS,20107,485018,Linn County,16.25427777
KS,20109,485019,Logan County,2.568513897
KS,20111,485020,Lyon County,39.75343196
KS,20113,485021,McPherson County,32.48452031
KS,20115,485022,Marion County,13.4068983
KS,20117,485023,Marshall County,11.23882588
KS,20119,485024,Meade County,4.677493232
KS,20121,485025,Miami County,56.95539562
KS,20123,485026,Mitchell County,9.081038256
KS,20125,485027,Montgomery County,55.11967641
KS,20127,485028,Morris County,8.518882348
KS,20129,485135,Morton County,4.430399695
KS,20131,485029,Nemaha County,14.18680925
KS,20133,485030,Neosho County,28.89380407
KS,20135,485031,Ness County,2.890904862
KS,20137,485032,Norton County,6.458012103
KS,20139,485033,Osage County,23.09650498
KS,20141,485034,Osborne County,4.322669702
KS,20143,485035,Ottawa County,8.451118514
KS,20145,485036,Pawnee County,9.24478597
KS,20147,485037,Phillips County,6.368829984
KS,20149,485038,Pottawatomie County,25.68779414
KS,20151,485039,Pratt County,13.13661068
KS,20153,485040,Rawlins County,2.355491221
KS,20155,485041,Reno County,51.38901944
KS,20157,485042,Republic County,6.942014662
KS,20159,485043,Rice County,13.88389741
KS,20161,485044,Riley County,116.6257497
KS,20163,485045,Rooks County,5.817864133
KS,20165,485358,Rush County,4.607370399
KS,20167,485046,Russell County,7.864509286
KS,20169,485047,Saline County,77.20642855
KS,20171,485048,Scott County,6.879020659
KS,20173,485049,Sedgwick County,499.6080248
KS,20175,485050,Seward County,35.89070785
KS,20177,485051,Shawnee County,327.074939
KS,20179,485052,Sheridan County,2.852815481
KS,20181,485053,Sherman County,5.690932196
KS,20183,484969,Smith County,4.302792404
KS,20185,485054,Stafford County,5.601947362
KS,20187,485055,Stanton County,3.285098002
KS,20189,485056,Stevens County,7.870280616
KS,20191,481812,Sumner County,20.41726279
KS,20193,485057,Thomas County,7.35097754
KS,20195,485058,Trego County,3.373888955
KS,20197,485059,Wabaunsee County,8.879494197
KS,20199,485060,Wallace County,1.625345317
KS,20201,485061,Washington County,6.481096522
KS,20203,485062,Wichita County,3.108961156
KS,20205,485063,Wilson County,16.49492127
KS,20207,485064,Woodson County,6.646980836
KS,20209,485065,Wyandotte County,1038.951187
KY,21001,516847,Adair County,46.03203194
KY,21003,516848,Allen County,57.95468406
KY,21005,516849,Anderson County,106.1328233
KY,21007,516850,Ballard County,33.44293133
KY,21009,516851,Barren County,86.50144296
KY,21011,516852,Bath County,41.57579844
KY,21013,516853,Bell County,79.91922006
KY,21015,516854,Boone County,482.2677475
KY,21017,516855,Bourbon County,68.98063296
KY,21019,516856,Boyd County,309.9009158
KY,21021,516857,Boyle County,157.8073919
KY,21023,516858,Bracken County,41.28163726
KY,21025,516859,Breathitt County,28.18365884
KY,21027,516860,Breckinridge County,35.36669652
KY,21029,516861,Bullitt County,250.2121041
KY,21031,516862,Butler County,29.78258012
KY,21033,516863,Caldwell County,37.65759547
KY,21035,516864,Calloway County,96.5947312
KY,21037,516865,Campbell County,597.0338647
KY,21039,516866,Carlisle County,26.94342093
KY,21041,516867,Carroll County,84.08714387
KY,21043,516868,Carter County,67.69296892
KY,21045,516869,Casey County,35.91607951
KY,21047,516870,Christian County,103.0727398
KY,21049,516871,Clark County,141.0622547
KY,21051,516872,Clay County,46.30823426
KY,21053,516873,Clinton County,52.07710169
KY,21055,516874,Crittenden County,25.87845046
KY,21057,516875,Cumberland County,22.46528301
KY,21059,516876,Daviess County,210.8799902
KY,21061,516877,Edmonson County,40.15081731
KY,21063,516878,Elliott County,33.51044534
KY,21065,516879,Estill County,57.97422139
KY,21067,516880,Fayette County,1042.848732
KY,21069,516881,Fleming County,41.16577055
KY,21071,516882,Floyd County,100.2961777
KY,21073,516883,Franklin County,237.2356761
KY,21075,516884,Fulton County,33.15263936
KY,21077,516885,Gallatin County,84.84303692
KY,21079,516886,Garrard County,73.50582631
KY,21081,516887,Grant County,95.60211657
KY,21083,516888,Graves County,67.27951238
KY,21085,516889,Grayson County,51.83431381
KY,21087,516890,Green County,39.35895733
KY,21089,516891,Greenup County,107.1728267
KY,21091,516892,Hancock County,45.64299874
KY,21093,516893,Hardin County,169.3353528
KY,21095,516894,Harlan County,62.8515246
KY,21097,516895,Harrison County,61.51506052
KY,21099,516896,Hart County,44.16311158
KY,21101,516897,Henderson County,105.9154646
KY,21103,516898,Henry County,53.85013064
KY,21105,516899,Hickman County,20.23328958
KY,21107,516900,Hopkins County,86.56906429
KY,21109,516901,Jackson County,39.09026915
KY,21111,516902,Jefferson County,1948.119953
KY,21113,516903,Jessamine County,282.286365
KY,21115,516904,Johnson County,89.1610327
KY,21117,516905,Kenton County,996.6926677
KY,21119,516906,Knott County,46.5011749
KY,21121,516907,Knox County,82.53494073
KY,21123,516908,Larue County,54.27139137
KY,21125,516909,Laurel County,135.6114602
KY,21127,516910,Lawrence County,38.16215306
KY,21129,516911,Lee County,37.76267973
KY,21131,516912,Leslie County,28.21546537
KY,21133,516913,Letcher County,72.5598821
KY,21135,516914,Lewis County,28.7261099
KY,21137,516915,Lincoln County,74.05678026
KY,21139,516916,Livingston County,30.39980583
KY,21141,516917,Logan County,48.60259612
KY,21143,516918,Lyon County,38.8795361
KY,21145,516925,McCracken County,263.5842473
KY,21147,516926,McCreary County,42.89098249
KY,21149,516927,McLean County,37.75042183
KY,21151,516919,Madison County,189.6119993
KY,21153,516920,Magoffin County,43.2266473
KY,21155,516921,Marion County,57.78290885
KY,21157,516922,Marshall County,104.3906617
KY,21159,516923,Martin County,56.30974935
KY,21161,516924,Mason County,72.83615405
KY,21163,516928,Meade County,93.6471713
KY,21165,516929,Menifee County,30.97477712
KY,21167,516930,Mercer County,85.73656435
KY,21169,516931,Metcalfe County,34.86681973
KY,21171,516932,Monroe County,33.28445258
KY,21173,516933,Montgomery County,134.263247
KY,21175,516934,Morgan County,36.53113004
KY,21177,516935,Muhlenberg County,67.43827061
KY,21179,516936,Nelson County,104.0377283
KY,21181,516937,Nicholas County,36.55768531
KY,21183,516938,Ohio County,40.59774483
KY,21185,516939,Oldham County,322.1698768
KY,21187,516940,Owen County,30.87697912
KY,21189,516941,Owsley County,24.08729174
KY,21191,516942,Pendleton County,53.67715771
KY,21193,516943,Perry County,84.52910178
KY,21195,516944,Pike County,82.64015363
KY,21197,516945,Powell County,70.47195481
KY,21199,516946,Pulaski County,95.78103547
KY,21201,516947,Robertson County,22.84032789
KY,21203,516948,Rockcastle County,53.88175457
KY,21205,516949,Rowan County,83.39319859
KY,21207,516950,Russell County,69.24705409
KY,21209,516951,Scott County,167.419064
KY,21211,516952,Shelby County,110.8272134
KY,21213,516953,Simpson County,73.98251097
KY,21215,516954,Spencer County,91.39315502
KY,21217,516955,Taylor County,92.03723242
KY,21219,516956,Todd County,33.27138341
KY,21221,516957,Trigg County,32.48284564
KY,21223,516958,Trimble County,58.08846803
KY,21225,516959,Union County,43.77145624
KY,21227,516960,Warren County,210.1033973
KY,21229,516961,Washington County,39.41587669
KY,21231,516962,Wayne County,45.42637012
KY,21233,516963,Webster County,41.03415345
KY,21235,516964,Whitley County,81.39460521
KY,21237,516965,Wolfe County,33.10513073
KY,21239,516966,Woodford County,132.1033562
LA,22001,558389,Acadia Parish,94.29279261
LA,22003,558397,Allen Parish,33.81781381
LA,22005,558403,Ascension Parish,369.7311203
LA,22007,558414,Assumption Parish,69.15826586
LA,22009,558424,Avoyelles Parish,50.54214508
LA,22011,558436,Beauregard Parish,30.80679695
LA,22013,558445,Bienville Parish,17.69205737
LA,22015,558453,Bossier Parish,139.2512651
LA,22017,558458,Caddo Parish,290.21933
LA,22019,558468,Calcasieu Parish,181.2310148
LA,22021,558477,Caldwell Parish,19.13774378
LA,22023,558488,Cameron Parish,5.32264705
LA,22025,558495,Catahoula Parish,14.69852972
LA,22027,558505,Claiborne Parish,22.7785152
LA,22029,558515,Concordia Parish,29.87717385
LA,22031,558521,De Soto Parish,30.44385487
LA,22033,558530,East Baton Rouge Parish,966.6142555
LA,22035,558534,East Carroll Parish,18.44289572
LA,22037,558542,East Feliciana Parish,44.69905825
LA,22039,558551,Evangeline Parish,51.30605183
LA,22041,558557,Franklin Parish,33.24927752
LA,22043,558567,Grant Parish,34.69377599
LA,22045,558576,Iberia Parish,127.5711491
LA,22047,558582,Iberville Parish,53.96951636
LA,22049,558592,Jackson Parish,28.59185886
LA,22051,558027,Jefferson Parish,1463.143367
LA,22053,558039,Jefferson Davis Parish,48.50705021
LA,22055,558059,Lafayette Parish,824.5683239
LA,22057,558065,Lafourche Parish,90.16732602
LA,22059,558049,La Salle Parish,23.83605151
LA,22061,558077,Lincoln Parish,99.06898262
LA,22063,558083,Livingston Parish,197.5194741
LA,22065,558088,Madison Parish,19.36624511
LA,22067,558097,Morehouse Parish,35.19663268
LA,22069,558108,Natchitoches Parish,31.59592733
LA,22071,558113,Orleans Parish,2029.411591
LA,22073,558114,Ouachita Parish,251.832387
LA,22075,558125,Plaquemines Parish,29.54439673
LA,22077,559449,Pointe Coupee Parish,40.91174961
LA,22079,559460,Rapides Parish,99.86099751
LA,22081,559472,Red River Parish,23.36477422
LA,22083,559481,Richland Parish,37.07228245
LA,22085,559489,Sabine Parish,27.9614012
LA,22087,1629542,St. Bernard Parish,95.08710866
LA,22089,1629449,St. Charles Parish,189.1193659
LA,22091,1629457,St. Helena Parish,27.43123826
LA,22093,1629464,St. James Parish,91.50564924
LA,22095,1629472,St. John the Baptist Parish,215.5337892
LA,22097,1629479,St. Landry Parish,90.25424325
LA,22099,1629486,St. Martin Parish,70.71123354
LA,22101,1629492,St. Mary Parish,98.40127192
LA,22103,1629503,St. Tammany Parish,276.4351293
LA,22105,559500,Tangipahoa Parish,153.0403463
LA,22107,559509,Tensas Parish,8.712905452
LA,22109,559517,Terrebonne Parish,90.80909065
LA,22111,559528,Union Parish,25.90799418
LA,22113,559538,Vermilion Parish,49.43662584
LA,22115,559548,Vernon Parish,39.41080344
LA,22117,559557,Washington Parish,70.44994586
LA,22119,559567,Webster Parish,69.4855235
LA,22121,559570,West Baton Rouge Parish,123.6421094
LA,22123,559578,West Carroll Parish,32.26506064
LA,22125,559584,West Feliciana Parish,38.75113463
LA,22127,559594,Winn Parish,16.11748831
ME,23001,581286,Androscoggin County,230.168381
ME,23003,581287,Aroostook County,10.77296431
ME,23005,581288,Cumberland County,337.2367975
ME,23007,581289,Franklin County,18.13499752
ME,23009,581290,Hancock County,34.29216715
ME,23011,581291,Kennebec County,140.8041737
ME,23013,581292,Knox County,108.8258009
ME,23015,581293,Lincoln County,75.59376769
ME,23017,581294,Oxford County,27.84663238
ME,23019,581295,Penobscot County,45.3066232
ME,23021,581296,Piscataquis County,4.42707334
ME,23023,581297,Sagadahoc County,139.1158675
ME,23025,581298,Somerset County,13.30852107
ME,23027,581299,Waldo County,53.13747572
ME,23029,581300,Washington County,12.82105312
ME,23031,581301,York County,198.9789172
MD,24001,1713506,Allegany County,177.0260139
MD,24003,1710958,Anne Arundel County,1295.862637
MD,24005,1695314,Baltimore County,1345.52283
MD,24009,1676636,Calvert County,416.3085498
MD,24011,595737,Caroline County,103.5192021
MD,24013,1696228,Carroll County,373.4045286
MD,24015,596115,Cecil County,291.9892686
MD,24017,1676992,Charles County,320.1558059
MD,24019,596495,Dorchester County,60.31825285
MD,24021,1711211,Frederick County,353.495269
MD,24023,1711058,Garrett County,46.51037006
MD,24025,1698178,Harford County,560.1284864
MD,24027,1709077,Howard County,1144.946379
MD,24029,593907,Kent County,72.9054615
MD,24031,1712500,Montgomery County,1978.155903
MD,24033,1714670,Prince George's County,1788.763412
MD,24035,596089,Queen Anne's County,128.5210321
MD,24037,1697853,St. Mary's County,294.3921832
MD,24039,596907,Somerset County,82.79041545
MD,24041,592947,Talbot County,140.6951716
MD,24043,1714220,Washington County,322.0542619
MD,24045,1668606,Wicomico County,263.678948
MD,24047,1668802,Worcester County,109.8784704
MD,24510,1702381,Baltimore city,7671.488931
MA,25001,606927,Barnstable County,548.3245835
MA,25003,606928,Berkshire County,141.5790467
MA,25005,606929,Bristol County,991.3016908
MA,25007,606930,Dukes County,160.153034
MA,25009,606931,Essex County,1508.759286
MA,25011,606932,Franklin County,102.0592891
MA,25013,606933,Hampden County,751.0289399
MA,25015,606934,Hampshire County,299.8169766
MA,25017,606935,Middlesex County,1837.923399
MA,25019,606936,Nantucket County,226.1952413
MA,25021,606937,Norfolk County,1693.616592
MA,25023,606938,Plymouth County,750.9297121
MA,25025,606939,Suffolk County,12415.70657
MA,25027,606940,Worcester County,528.572847
MI,26001,1622943,Alcona County,16.22034288
MI,26003,1622944,Alger County,10.4920935
MI,26005,1622945,Allegan County,135.0021994
MI,26007,1622946,Alpena County,51.75742315
MI,26009,1622947,Antrim County,49.56874352
MI,26011,1622948,Arenac County,43.77586449
MI,26013,1622949,Baraga County,9.863546847
MI,26015,1622950,Barry County,106.9858179
MI,26017,1622951,Bay County,243.6593097
MI,26019,1622952,Benzie County,54.81633011
MI,26021,1622953,Berrien County,276.2022521
MI,26023,1622954,Branch County,89.35776084
MI,26025,1622955,Calhoun County,192.7777377
MI,26027,1622956,Cass County,106.7069065
MI,26029,1622957,Charlevoix County,62.32661365
MI,26031,1622958,Cheboygan County,36.56272369
MI,26033,1622959,Chippewa County,24.71734192
MI,26035,1622960,Clare County,54.80272543
MI,26037,1622961,Clinton County,133.0878095
MI,26039,1622962,Crawford County,25.30020853
MI,26041,1622963,Delta County,31.65325473
MI,26043,1622964,Dickinson County,34.36826898
MI,26045,1622965,Eaton County,187.349937
MI,26047,1622966,Emmet County,69.9345874
MI,26049,1622967,Genesee County,668.454277
MI,26051,1622968,Gladwin County,51.20182391
MI,26053,1622969,Gogebic County,14.9085764
MI,26055,1622970,Grand Traverse County,187.3361891
MI,26057,1622971,Gratiot County,74.72065074
MI,26059,1622972,Hillsdale County,78.05621827
MI,26061,1622973,Houghton County,36.29772698
MI,26063,1622974,Huron County,39.62876897
MI,26065,1622975,Ingham County,505.0978206
MI,26067,1622976,Ionia County,111.8581351
MI,26069,1622977,Iosco County,47.14476157
MI,26071,1622978,Iron County,10.13335346
MI,26073,1622979,Isabella County,122.7760151
MI,26075,1622980,Jackson County,228.3821647
MI,26077,1622981,Kalamazoo County,445.7000523
MI,26079,1622982,Kalkaska County,30.63774303
MI,26081,1622983,Kent County,711.5218408
MI,26083,1622984,Keweenaw County,3.991764671
MI,26085,1622985,Lake County,20.3376985
MI,26087,1622986,Lapeer County,137.3515973
MI,26089,1622987,Leelanau County,62.52826417
MI,26091,1622988,Lenawee County,133.2684059
MI,26093,1622989,Livingston County,320.1516486
MI,26095,1622990,Luce County,7.375333397
MI,26097,1622991,Mackinac County,10.87836455
MI,26099,1622992,Macomb County,1754.878209
MI,26101,1622993,Manistee County,45.62029995
MI,26103,1622994,Marquette County,37.09188394
MI,26105,1622995,Mason County,57.98134821
MI,26107,1622996,Mecosta County,77.1036498
MI,26109,1622997,Menominee County,23.014542
MI,26111,1622998,Midland County,161.992279
MI,26113,1622999,Missaukee County,26.29416744
MI,26115,1623000,Monroe County,276.7066987
MI,26117,1623001,Montcalm County,89.7959878
MI,26119,1623002,Montmorency County,17.86292469
MI,26121,1623003,Muskegon County,344.8961033
MI,26123,1623004,Newaygo County,59.59144323
MI,26125,1623005,Oakland County,1385.747692
MI,26127,1623006,Oceana County,51.88733594
MI,26129,1623007,Ogemaw County,38.5083622
MI,26131,1623008,Ontonagon County,5.170737288
MI,26133,1623009,Osceola County,41.54020809
MI,26135,1623010,Oscoda County,15.27227605
MI,26137,1623011,Otsego County,46.92303062
MI,26139,1623012,Ottawa County,468.1747112
MI,26141,1623013,Presque Isle County,20.30607892
