geoid,county_name,median_income_dollars,mean_income_dollars
17135,"Montgomery County, Illinois",41925,56473
17137,"Morgan County, Illinois",44731,57695
17139,"Moultrie County, Illinois",48982,61643
17141,"Ogle County, Illinois",57094,65871
17143,"Peoria County, Illinois",50689,69502
17145,"Perry County, Illinois",41333,48877
17147,"Piatt County, Illinois",58837,69229
17149,"Pike County, Illinois",40668,49894
17151,"Pope County, Illinois",38651,46257
17153,"Pulaski County, Illinois",31712,43456
17155,"Putnam County, Illinois",52409,62089
17157,"Randolph County, Illinois",46148,56306
17159,"Richland County, Illinois",42305,56591
17161,"Rock Island County, Illinois",46726,60894
17163,"St. Clair County, Illinois",50109,63837
17165,"Saline County, Illinois",36083,50433
17167,"Sangamon County, Illinois",53508,68608
17169,"Schuyler County, Illinois",43902,51838
17171,"Scott County, Illinois",50702,67574
17173,"Shelby County, Illinois",44689,54823
17175,"Stark County, Illinois",49693,63397
17177,"Stephenson County, Illinois",43410,55187
17179,"Tazewell County, Illinois",54617,67058
17181,"Union County, Illinois",40696,51020
17183,"Vermilion County, Illinois",40463,50822
17185,"Wabash County, Illinois",47426,59041
17187,"Warren County, Illinois",42773,50775
17189,"Washington County, Illinois",53036,61523
17191,"Wayne County, Illinois",40654,51489
17193,"White County, Illinois",43639,53677
17195,"Whiteside County, Illinois",46444,58901
17197,"Will County, Illinois",76453,89912
17199,"Williamson County, Illinois",41319,54759
17201,"Winnebago County, Illinois",47597,61689
17203,"Woodford County, Illinois",66198,79340
18001,"Adams County, Indiana",46549,54956
18003,"Allen County, Indiana",49767,63400
18005,"Bartholomew County, Indiana",53692,69319
18007,"Benton County, Indiana",47240,55518
18009,"Blackford County, Indiana",40214,50557
18011,"Boone County, Indiana",68284,95682
18013,"Brown County, Indiana",50503,61385
18015,"Carroll County, Indiana",49232,59432
18017,"Cass County, Indiana",42679,53372
18019,"Clark County, Indiana",49130,59061
18021,"Clay County, Indiana",46916,54635
18023,"Clinton County, Indiana",48352,56737
18025,"Crawford County, Indiana",40354,47239
18027,"Daviess County, Indiana",45231,55801
18029,"Dearborn County, Indiana",57146,67765
18031,"Decatur County, Indiana",47810,57214
18033,"DeKalb County, Indiana",47099,58092
18035,"Delaware County, Indiana",38730,52320
18037,"Dubois County, Indiana",53997,64571
18039,"Elkhart County, Indiana",47308,60203
18041,"Fayette County, Indiana",35802,45143
18043,"Floyd County, Indiana",52803,66585
18045,"Fountain County, Indiana",44802,54156
18047,"Franklin County, Indiana",52234,63719
18049,"Fulton County, Indiana",42330,54331
18051,"Gibson County, Indiana",48171,58531
18053,"Grant County, Indiana",39377,51069
18055,"Greene County, Indiana",43869,54568
18057,"Hamilton County, Indiana",84449,108231
18059,"Hancock County, Indiana",62184,75302
18061,"Harrison County, Indiana",52263,63044
18063,"Hendricks County, Indiana",68192,80048
18065,"Henry County, Indiana",40519,49943
18067,"Howard County, Indiana",45022,56842
18069,"Huntington County, Indiana",47137,55851
18071,"Jackson County, Indiana",45666,55260
18073,"Jasper County, Indiana",55509,62621
18075,"Jay County, Indiana",40144,49171
18077,"Jefferson County, Indiana",43635,55704
18079,"Jennings County, Indiana",44815,51581
18081,"Johnson County, Indiana",62754,76389
18083,"Knox County, Indiana",40391,51395
18085,"Kosciusko County, Indiana",51141,62720
18087,"LaGrange County, Indiana",47057,56709
18089,"Lake County, Indiana",49443,61607
18091,"LaPorte County, Indiana",46934,59282
18093,"Lawrence County, Indiana",43195,54212
18095,"Madison County, Indiana",44035,54583
18097,"Marion County, Indiana",43197,59539
18099,"Marshall County, Indiana",48536,58488
18101,"Martin County, Indiana",43592,54399
18103,"Miami County, Indiana",39746,50885
18105,"Monroe County, Indiana",38524,55106
18107,"Montgomery County, Indiana",47929,58811
18109,"Morgan County, Indiana",56315,67338
18111,"Newton County, Indiana",48108,58852
18113,"Noble County, Indiana",47768,54799
18115,"Ohio County, Indiana",50795,65032
18117,"Orange County, Indiana",37618,47335
18119,"Owen County, Indiana",43553,52406
18121,"Parke County, Indiana",42441,53395
18123,"Perry County, Indiana",45808,53286
18125,"Pike County, Indiana",40525,49740
18127,"Porter County, Indiana",62394,74571
18129,"Posey County, Indiana",57757,69145
18131,"Pulaski County, Indiana",45029,56372
18133,"Putnam County, Indiana",50165,60281
18135,"Randolph County, Indiana",41544,51129
18137,"Ripley County, Indiana",49358,60336
18139,"Rush County, Indiana",47102,56559
18141,"St. Joseph County, Indiana",45183,59940
18143,"Scott County, Indiana",40532,50237
18145,"Shelby County, Indiana",52156,66021
18147,"Spencer County, Indiana",54348,61633
18149,"Starke County, Indiana",38961,46645
18151,"Steuben County, Indiana",48502,59802
18153,"Sullivan County, Indiana",47640,56788
18155,"Switzerland County, Indiana",43628,52116
18157,"Tippecanoe County, Indiana",43485,58581
18159,"Tipton County, Indiana",53543,61004
18161,"Union County, Indiana",43912,49986
18163,"Vanderburgh County, Indiana",43334,57506
18165,"Vermillion County, Indiana",43856,56056
18167,"Vigo County, Indiana",39534,53724
18169,"Wabash County, Indiana",44242,51704
18171,"Warren County, Indiana",49615,64106
18173,"Warrick County, Indiana",63446,81632
18175,"Washington County, Indiana",39879,50020
18177,"Wayne County, Indiana",40427,53092
18179,"Wells County, Indiana",48154,59827
18181,"White County, Indiana",47752,57708
18183,"Whitley County, Indiana",51666,62130
19001,"Adair County, Iowa",47623,55100
19003,"Adams County, Iowa",44389,56462
19005,"Allamakee County, Iowa",47096,54037
19007,"Appanoose County, Iowa",35230,45591
19009,"Audubon County, Iowa",41840,58059
19011,"Benton County, Iowa",55810,66232
19013,"Black Hawk County, Iowa",44567,58110
19015,"Boone County, Iowa",51582,65786
19017,"Bremer County, Iowa",58372,69948
19019,"Buchanan County, Iowa",54879,64333
19021,"Buena Vista County, Iowa",46145,57824
19023,"Butler County, Iowa",50052,58312
19025,"Calhoun County, Iowa",44331,56664
19027,"Carroll County, Iowa",48038,59935
19029,"Cass County, Iowa",41444,51777
19031,"Cedar County, Iowa",57004,62647
19033,"Cerro Gordo County, Iowa",45973,59579
19035,"Cherokee County, Iowa",45668,54982
19037,"Chickasaw County, Iowa",42098,56341
19039,"Clarke County, Iowa",45610,56692
19041,"Clay County, Iowa",45462,59555
19043,"Clayton County, Iowa",46644,54964
19045,"Clinton County, Iowa",48063,58633
19047,"Crawford County, Iowa",45423,55706
19049,"Dallas County, Iowa",71691,88952
19051,"Davis County, Iowa",46651,58319
19053,"Decatur County, Iowa",34185,45710
19055,"Delaware County, Iowa",49375,57326
19057,"Des Moines County, Iowa",43111,56172
19059,"Dickinson County, Iowa",52704,65578
19061,"Dubuque County, Iowa",49663,63245
19063,"Emmet County, Iowa",44357,61079
19065,"Fayette County, Iowa",42108,52596
19067,"Floyd County, Iowa",42247,52867
19069,"Franklin County, Iowa",46461,57740
19071,"Fremont County, Iowa",49934,57994
19073,"Greene County, Iowa",44981,58558
19075,"Grundy County, Iowa",55848,68876
19077,"Guthrie County, Iowa",50000,63328
19079,"Hamilton County, Iowa",46603,58473
19081,"Hancock County, Iowa",48996,57068
19083,"Hardin County, Iowa",46930,58186
19085,"Harrison County, Iowa",53750,62488
19087,"Henry County, Iowa",43510,59987
19089,"Howard County, Iowa",45682,55576
19091,"Humboldt County, Iowa",48075,60105
19093,"Ida County, Iowa",43918,56734
19095,"Iowa County, Iowa",57476,69089
19097,"Jackson County, Iowa",45042,56523
19099,"Jasper County, Iowa",48881,58896
19101,"Jefferson County, Iowa",47784,58943
19103,"Johnson County, Iowa",53703,70139
19105,"Jones County, Iowa",50745,60248
19107,"Keokuk County, Iowa",42030,51518
19109,"Kossuth County, Iowa",49548,66800
19111,"Lee County, Iowa",42437,51570
19113,"Linn County, Iowa",55666,70529
19115,"Louisa County, Iowa",50982,59685
19117,"Lucas County, Iowa",43184,49377
19119,"Lyon County, Iowa",49938,56754
19121,"Madison County, Iowa",56333,70030
19123,"Mahaska County, Iowa",46477,54854
19125,"Marion County, Iowa",53730,65686
19127,"Marshall County, Iowa",47691,58459
19129,"Mills County, Iowa",61796,72900
19131,"Mitchell County, Iowa",49389,56877
19133,"Monona County, Iowa",42283,52192
19135,"Monroe County, Iowa",43913,53947
19137,"Montgomery County, Iowa",38072,50878
19139,"Muscatine County, Iowa",51134,61832
19141,"O'Brien County, Iowa",45995,61696
19143,"Osceola County, Iowa",45696,55643
19145,"Page County, Iowa",41503,54397
19147,"Palo Alto County, Iowa",44063,55533
19149,"Plymouth County, Iowa",56387,71886
19151,"Pocahontas County, Iowa",42545,51838
19153,"Polk County, Iowa",57473,73340
19155,"Pottawattamie County, Iowa",49924,61355
19157,"Poweshiek County, Iowa",52413,61625
19159,"Ringgold County, Iowa",42213,55658
19161,"Sac County, Iowa",44392,59108
19163,"Scott County, Iowa",51274,67891
19165,"Shelby County, Iowa",46257,58482
19167,"Sioux County, Iowa",53922,63824
19169,"Story County, Iowa",49733,65208
19171,"Tama County, Iowa",48836,60234
19173,"Taylor County, Iowa",41554,53604
19175,"Union County, Iowa",41782,49928
19177,"Van Buren County, Iowa",40640,49645
19179,"Wapello County, Iowa",40269,53553
19181,"Warren County, Iowa",63292,76185
19183,"Washington County, Iowa",51875,60248
19185,"Wayne County, Iowa",36365,46320
19187,"Webster County, Iowa",41695,55287
19189,"Winnebago County, Iowa",46395,54790
19191,"Winneshiek County, Iowa",52042,62401
19193,"Woodbury County, Iowa",45844,57747
19195,"Worth County, Iowa",50540,64484
19197,"Wright County, Iowa",43105,55060
20001,"Allen County, Kansas",40275,48886
20003,"Anderson County, Kansas",40753,52769
20005,"Atchison County, Kansas",44433,56118
20007,"Barber County, Kansas",41677,52788
20009,"Barton County, Kansas",44989,59789
20011,"Bourbon County, Kansas",39843,47870
20013,"Brown County, Kansas",36218,46420
20015,"Butler County, Kansas",57573,71472
20017,"Chase County, Kansas",39095,48619
20019,"Chautauqua County, Kansas",35791,46865
20021,"Cherokee County, Kansas",41513,49842
20023,"Cheyenne County, Kansas",36364,45163
20025,"Clark County, Kansas",42011,65771
20027,"Clay County, Kansas",41829,58154
20029,"Cloud County, Kansas",37073,45648
20031,"Coffey County, Kansas",49552,62816
20033,"Comanche County, Kansas",38750,50857
20035,"Cowley County, Kansas",40924,53052
20037,"Crawford County, Kansas",36043,49615
20039,"Decatur County, Kansas",35887,43828
20041,"Dickinson County, Kansas",49003,57813
20043,"Doniphan County, Kansas",45000,55413
20045,"Douglas County, Kansas",47063,64385
20047,"Edwards County, Kansas",41406,53958
20049,"Elk County, Kansas",34246,44929
20051,"Ellis County, Kansas",43713,58400
20053,"Ellsworth County, Kansas",43125,54096
20055,"Finney County, Kansas",51179,65054
20057,"Ford County, Kansas",49061,58429
20059,"Franklin County, Kansas",50231,58503
20061,"Geary County, Kansas",45649,55489
20063,"Gove County, Kansas",41853,53673
20065,"Graham County, Kansas",41008,55165
20067,"Grant County, Kansas",59127,73338
20069,"Gray County, Kansas",55559,65455
20071,"Greeley County, Kansas",58971,76280
20073,"Greenwood County, Kansas",37543,49622
20075,"Hamilton County, Kansas",41351,52974
20077,"Harper County, Kansas",42021,51731
20079,"Harvey County, Kansas",48880,59774
20081,"Haskell County, Kansas",49760,65950
20083,"Hodgeman County, Kansas",44176,56944
20085,"Jackson County, Kansas",54440,61766
20087,"Jefferson County, Kansas",58083,67140
20089,"Jewell County, Kansas",39713,47827
20091,"Johnson County, Kansas",74761,96781
20093,"Kearny County, Kansas",50612,59757
20095,"Kingman County, Kansas",45817,56427
20097,"Kiowa County, Kansas",39496,52066
20099,"Labette County, Kansas",40587,54256
20101,"Lane County, Kansas",41536,52685
20103,"Leavenworth County, Kansas",62853,73933
20105,"Lincoln County, Kansas",41050,51340
20107,"Linn County, Kansas",44408,53884
20109,"Logan County, Kansas",41289,51973
20111,"Lyon County, Kansas",37954,47301
20113,"McPherson County, Kansas",53332,66313
20115,"Marion County, Kansas",45941,53466
20117,"Marshall County, Kansas",42464,51055
20119,"Meade County, Kansas",49551,63267
20121,"Miami County, Kansas",59668,70978
20123,"Mitchell County, Kansas",45237,55959
20125,"Montgomery County, Kansas",40925,51478
20127,"Morris County, Kansas",44070,55586
20129,"Morton County, Kansas",44263,60373
20131,"Nemaha County, Kansas",47476,60411
20133,"Neosho County, Kansas",38883,47837
20135,"Ness County, Kansas",46417,66432
20137,"Norton County, Kansas",37656,49837
20139,"Osage County, Kansas",51878,59788
20141,"Osborne County, Kansas",36489,53444
20143,"Ottawa County, Kansas",53287,60798
20145,"Pawnee County, Kansas",43676,56345
20147,"Phillips County, Kansas",43476,50971
20149,"Pottawatomie County, Kansas",54309,64854
20151,"Pratt County, Kansas",42825,58874
20153,"Rawlins County, Kansas",40625,54928
20155,"Reno County, Kansas",42207,54902
20157,"Republic County, Kansas",40538,55508
20159,"Rice County, Kansas",46155,55868
20161,"Riley County, Kansas",41427,55717
20163,"Rooks County, Kansas",40000,52768
20165,"Rush County, Kansas",40036,50695
20167,"Russell County, Kansas",38168,55946
20169,"Saline County, Kansas",45635,59172
20171,"Scott County, Kansas",58453,65499
20173,"Sedgwick County, Kansas",49451,64837
20175,"Seward County, Kansas",44550,56197
20177,"Shawnee County, Kansas",47701,62704
20179,"Sheridan County, Kansas",46821,57013
20181,"Sherman County, Kansas",43012,49291
20183,"Smith County, Kansas",42569,56254
20185,"Stafford County, Kansas",42006,52563
20187,"Stanton County, Kansas",49152,58786
20189,"Stevens County, Kansas",56019,68040
20191,"Sumner County, Kansas",48060,58379
20193,"Thomas County, Kansas",45125,61990
20195,"Trego County, Kansas",42009,52840
20197,"Wabaunsee County, Kansas",53292,57667
20199,"Wallace County, Kansas",46128,56439
20201,"Washington County, Kansas",40469,48202
20203,"Wichita County, Kansas",50324,56478
20205,"Wilson County, Kansas",40069,46403
20207,"Woodson County, Kansas",31779,48021
20209,"Wyandotte County, Kansas",39812,50149
21001,"Adair County, Kentucky",31775,39742
21003,"Allen County, Kentucky",35357,43042
21005,"Anderson County, Kentucky",52447,62280
21007,"Ballard County, Kentucky",41875,58816
21009,"Barren County, Kentucky",38616,49725
21011,"Bath County, Kentucky",28776,39091
21013,"Bell County, Kentucky",25269,36935
21015,"Boone County, Kentucky",68087,79126
21017,"Bourbon County, Kentucky",42192,55285
21019,"Boyd County, Kentucky",38848,55474
21021,"Boyle County, Kentucky",41035,58892
21023,"Bracken County, Kentucky",39643,50763
21025,"Breathitt County, Kentucky",22304,36767
21027,"Breckinridge County, Kentucky",38325,46486
21029,"Bullitt County, Kentucky",51857,61529
21031,"Butler County, Kentucky",32508,41832
21033,"Caldwell County, Kentucky",37078,48440
21035,"Calloway County, Kentucky",39316,51515
21037,"Campbell County, Kentucky",53018,67773
21039,"Carlisle County, Kentucky",35699,43786
21041,"Carroll County, Kentucky",42063,54809
21043,"Carter County, Kentucky",35637,48100
21045,"Casey County, Kentucky",27327,37172
21047,"Christian County, Kentucky",37958,48209
21049,"Clark County, Kentucky",45726,59024
21051,"Clay County, Kentucky",20206,34034
21053,"Clinton County, Kentucky",27654,38478
21055,"Crittenden County, Kentucky",32545,47145
21057,"Cumberland County, Kentucky",29528,37382
21059,"Daviess County, Kentucky",44763,56281
21061,"Edmonson County, Kentucky",35217,46728
21063,"Elliott County, Kentucky",25769,36183
21065,"Estill County, Kentucky",28148,40058
21067,"Fayette County, Kentucky",48306,68651
21069,"Fleming County, Kentucky",31979,44304
21071,"Floyd County, Kentucky",28221,39920
21073,"Franklin County, Kentucky",47062,62243
21075,"Fulton County, Kentucky",34545,42683
21077,"Gallatin County, Kentucky",45400,51303
21079,"Garrard County, Kentucky",40137,49649
21081,"Grant County, Kentucky",43755,58129
21083,"Graves County, Kentucky",35514,49565
21085,"Grayson County, Kentucky",32919,43415
21087,"Green County, Kentucky",35313,50950
21089,"Greenup County, Kentucky",41902,53771
21091,"Hancock County, Kentucky",47895,53548
21093,"Hardin County, Kentucky",48743,61475
21095,"Harlan County, Kentucky",26914,38653
21097,"Harrison County, Kentucky",38690,49389
21099,"Hart County, Kentucky",31858,43645
21101,"Henderson County, Kentucky",41473,55084
21103,"Henry County, Kentucky",42506,53174
21105,"Hickman County, Kentucky",37535,47333
21107,"Hopkins County, Kentucky",39187,52541
21109,"Jackson County, Kentucky",21448,33522
21111,"Jefferson County, Kentucky",46298,64992
21113,"Jessamine County, Kentucky",48547,66253
21115,"Johnson County, Kentucky",32421,48225
21117,"Kenton County, Kentucky",53375,69117
21119,"Knott County, Kentucky",31735,43382
21121,"Knox County, Kentucky",22364,36214
21123,"Larue County, Kentucky",37920,48044
21125,"Laurel County, Kentucky",37286,51322
21127,"Lawrence County, Kentucky",32279,43139
21129,"Lee County, Kentucky",24674,36548
21131,"Leslie County, Kentucky",29050,39404
21133,"Letcher County, Kentucky",29564,42985
21135,"Lewis County, Kentucky",27181,39413
21137,"Lincoln County, Kentucky",33398,40372
21139,"Livingston County, Kentucky",40248,50534
21141,"Logan County, Kentucky",35973,47623
21143,"Lyon County, Kentucky",40546,50073
21145,"McCracken County, Kentucky",44054,60316
21147,"McCreary County, Kentucky",24292,32407
21149,"McLean County, Kentucky",40183,51655
21151,"Madison County, Kentucky",41876,55773
21153,"Magoffin County, Kentucky",25410,37502
21155,"Marion County, Kentucky",38202,50115
21157,"Marshall County, Kentucky",45605,56178
21159,"Martin County, Kentucky",23920,37339
21161,"Mason County, Kentucky",40678,58374
21163,"Meade County, Kentucky",45007,54800
21165,"Menifee County, Kentucky",28279,37338
21167,"Mercer County, Kentucky",47690,58068
21169,"Metcalfe County, Kentucky",35199,41340
21171,"Monroe County, Kentucky",28548,38406
21173,"Montgomery County, Kentucky",37393,52770
21175,"Morgan County, Kentucky",29872,53588
21177,"Muhlenberg County, Kentucky",37440,49104
21179,"Nelson County, Kentucky",45149,57333
21181,"Nicholas County, Kentucky",39586,46736
21183,"Ohio County, Kentucky",38252,49089
21185,"Oldham County, Kentucky",82578,101787
21187,"Owen County, Kentucky",45551,54039
21189,"Owsley County, Kentucky",19344,29455
21191,"Pendleton County, Kentucky",48354,54970
21193,"Perry County, Kentucky",32538,48402
21195,"Pike County, Kentucky",33148,45924
21197,"Powell County, Kentucky",28382,39254
21199,"Pulaski County, Kentucky",33282,48317
21201,"Robertson County, Kentucky",26544,36528
21203,"Rockcastle County, Kentucky",26967,39241
21205,"Rowan County, Kentucky",32763,47052
21207,"Russell County, Kentucky",31087,42383
21209,"Scott County, Kentucky",57967,70590
21211,"Shelby County, Kentucky",56417,73594
21213,"Simpson County, Kentucky",41493,52394
21215,"Spencer County, Kentucky",61921,72414
21217,"Taylor County, Kentucky",35054,44277
21219,"Todd County, Kentucky",39417,47482
21221,"Trigg County, Kentucky",43331,54430
21223,"Trimble County, Kentucky",52224,56378
21225,"Union County, Kentucky",38651,49229
21227,"Warren County, Kentucky",43018,59681
21229,"Washington County, Kentucky",42516,54072
21231,"Wayne County, Kentucky",26309,36397
21233,"Webster County, Kentucky",42115,51870
21235,"Whitley County, Kentucky",29280,40283
21237,"Wolfe County, Kentucky",21968,31359
21239,"Woodford County, Kentucky",55124,70836
22001,"Acadia Parish, Louisiana",37970,51108
22003,"Allen Parish, Louisiana",39007,51603
22005,"Ascension Parish, Louisiana",66173,78177
22007,"Assumption Parish, Louisiana",46699,58162
22009,"Avoyelles Parish, Louisiana",32321,46062
22011,"Beauregard Parish, Louisiana",45113,57867
22013,"Bienville Parish, Louisiana",30594,44642
22015,"Bossier Parish, Louisiana",51771,66492
22017,"Caddo Parish, Louisiana",39086,58294
22019,"Calcasieu Parish, Louisiana",43614,61668
22021,"Caldwell Parish, Louisiana",38606,53857
22023,"Cameron Parish, Louisiana",61679,68896
22025,"Catahoula Parish, Louisiana",37115,45760
22027,"Claiborne Parish, Louisiana",32972,47409
22029,"Concordia Parish, Louisiana",28705,43969
22031,"De Soto Parish, Louisiana",39213,52850
22033,"East Baton Rouge Parish, Louisiana",46838,67323
22035,"East Carroll Parish, Louisiana",25267,63083
22037,"East Feliciana Parish, Louisiana",37403,53984
22039,"Evangeline Parish, Louisiana",34848,49260
22041,"Franklin Parish, Louisiana",34105,50512
22043,"Grant Parish, Louisiana",39988,51131
22045,"Iberia Parish, Louisiana",42989,58750
22047,"Iberville Parish, Louisiana",43195,60850
22049,"Jackson Parish, Louisiana",39809,50339
22051,"Jefferson Parish, Louisiana",48374,66845
22053,"Jefferson Davis Parish, Louisiana",43585,54703
22055,"Lafayette Parish, Louisiana",48591,69207
22057,"Lafourche Parish, Louisiana",49262,65770
22059,"La Salle Parish, Louisiana",42066,56981
22061,"Lincoln Parish, Louisiana",34152,52099
22063,"Livingston Parish, Louisiana",57254,67010
22065,"Madison Parish, Louisiana",26178,40311
22067,"Morehouse Parish, Louisiana",31269,40648
22069,"Natchitoches Parish, Louisiana",31830,47926
22071,"Orleans Parish, Louisiana",37325,59780
22073,"Ouachita Parish, Louisiana",39724,58070
22075,"Plaquemines Parish, Louisiana",55301,68588
22077,"Pointe Coupee Parish, Louisiana",43030,56151
22079,"Rapides Parish, Louisiana",40470,56670
22081,"Red River Parish, Louisiana",37159,56373
22083,"Richland Parish, Louisiana",38469,48283
22085,"Sabine Parish, Louisiana",36959,52927
22087,"St. Bernard Parish, Louisiana",40450,51898
22089,"St. Charles Parish, Louisiana",60207,73041
22091,"St. Helena Parish, Louisiana",29632,47423
22093,"St. James Parish, Louisiana",52887,66453
22095,"St. John the Baptist Parish, Louisiana",49671,60747
22097,"St. Landry Parish, Louisiana",34350,49423
22099,"St. Martin Parish, Louisiana",40358,55533
22101,"St. Mary Parish, Louisiana",40171,53183
22103,"St. Tammany Parish, Louisiana",61442,79667
22105,"Tangipahoa Parish, Louisiana",40214,54803
22107,"Tensas Parish, Louisiana",28090,41783
22109,"Terrebonne Parish, Louisiana",48166,63250
22111,"Union Parish, Louisiana",37426,51688
22113,"Vermilion Parish, Louisiana",43349,58315
22115,"Vernon Parish, Louisiana",45292,55598
22117,"Washington Parish, Louisiana",30554,44716
22119,"Webster Parish, Louisiana",36225,49025
22121,"West Baton Rouge Parish, Louisiana",49929,62508
22123,"West Carroll Parish, Louisiana",30446,45658
22125,"West Feliciana Parish, Louisiana",50685,66792
22127,"Winn Parish, Louisiana",30938,43700
23001,"Androscoggin County, Maine",45699,57121
23003,"Aroostook County, Maine",37138,47626
23005,"Cumberland County, Maine",57267,76477
23007,"Franklin County, Maine",40502,52193
23009,"Hancock County, Maine",47421,61084
23011,"Kennebec County, Maine",46904,59000
23013,"Knox County, Maine",46845,60855
23015,"Lincoln County, Maine",48862,65849
23017,"Oxford County, Maine",40889,51817
23019,"Penobscot County, Maine",43601,56293
23021,"Piscataquis County, Maine",35123,46234
23023,"Sagadahoc County, Maine",56865,65899
23025,"Somerset County, Maine",37875,49752
23027,"Waldo County, Maine",41728,52512
23029,"Washington County, Maine",35272,44602
23031,"York County, Maine",56552,68517
24001,"Allegany County, Maryland",39408,53380
24003,"Anne Arundel County, Maryland",85690,105585
24005,"Baltimore County, Maryland",65411,85412
24009,"Calvert County, Maryland",92981,106918
24011,"Caroline County, Maryland",61021,69189
24013,"Carroll County, Maryland",83325,97011
24015,"Cecil County, Maryland",66903,79306
24017,"Charles County, Maryland",92135,102571
24019,"Dorchester County, Maryland",46683,61799
24021,"Frederick County, Maryland",82668,97590
24023,"Garrett County, Maryland",45280,59495
24025,"Harford County, Maryland",79953,92980
24027,"Howard County, Maryland",105692,127294
24029,"Kent County, Maryland",53480,76339
24031,"Montgomery County, Maryland",95660,128746
24033,"Prince George's County, Maryland",73447,87924
24035,"Queen Anne's County, Maryland",84483,101198
24037,"St. Mary's County, Maryland",82529,95682
24039,"Somerset County, Maryland",41420,51751
24041,"Talbot County, Maryland",63399,90748
24043,"Washington County, Maryland",53180,67690
24045,"Wicomico County, Maryland",51739,67157
24047,"Worcester County, Maryland",57474,76025
24510,"Baltimore city, Maryland",40100,57679
25001,"Barnstable County, Massachusetts",60525,80076
25003,"Berkshire County, Massachusetts",48705,67146
25005,"Bristol County, Massachusetts",55813,72461
25007,"Dukes County, Massachusetts",69760,85758
25009,"Essex County, Massachusetts",65785,88697
25011,"Franklin County, Massachusetts",52246,65246
25013,"Hampden County, Massachusetts",48866,63955
25015,"Hampshire County, Massachusetts",60331,76578
25017,"Middlesex County, Massachusetts",79691,105456
25019,"Nantucket County, Massachusetts",84979,128312
25021,"Norfolk County, Massachusetts",83733,112422
25023,"Plymouth County, Massachusetts",74698,92462
25025,"Suffolk County, Massachusetts",51638,76275
25027,"Worcester County, Massachusetts",65772,81964
26001,"Alcona County, Michigan",35490,47256
26003,"Alger County, Michigan",38231,49620
26005,"Allegan County, Michigan",51232,61829
26007,"Alpena County, Michigan",38081,49330
26009,"Antrim County, Michigan",42440,57138
26011,"Arenac County, Michigan",36281,47289
26013,"Baraga County, Michigan",40115,48279
26015,"Barry County, Michigan",52061,64309
26017,"Bay County, Michigan",45962,57211
26019,"Benzie County, Michigan",47017,57458
26021,"Berrien County, Michigan",42488,59768
26023,"Branch County, Michigan",42505,52700
26025,"Calhoun County, Michigan",42287,55729
26027,"Cass County, Michigan",45432,59190
26029,"Charlevoix County, Michigan",48745,67068
26031,"Cheboygan County, Michigan",37844,50718
26033,"Chippewa County, Michigan",41108,53041
26035,"Clare County, Michigan",34431,42958
26037,"Clinton County, Michigan",58244,71419
26039,"Crawford County, Michigan",39597,52062
26041,"Delta County, Michigan",42932,51478
26043,"Dickinson County, Michigan",43651,56938
26045,"Eaton County, Michigan",54170,64463
26047,"Emmet County, Michigan",50269,70224
26049,"Genesee County, Michigan",43418,56465
26051,"Gladwin County, Michigan",38160,47629
26053,"Gogebic County, Michigan",34917,46274
26055,"Grand Traverse County, Michigan",50629,67939
26057,"Gratiot County, Michigan",39867,51661
26059,"Hillsdale County, Michigan",43139,52978
26061,"Houghton County, Michigan",34625,47019
26063,"Huron County, Michigan",40200,50193
26065,"Ingham County, Michigan",45758,61160
26067,"Ionia County, Michigan",46958,55569
26069,"Iosco County, Michigan",36445,48088
26071,"Iron County, Michigan",35390,43289
26073,"Isabella County, Michigan",36815,50626
26075,"Jackson County, Michigan",47169,57760
26077,"Kalamazoo County, Michigan",46019,62833
26079,"Kalkaska County, Michigan",39130,47710
26081,"Kent County, Michigan",50801,66253
26083,"Keweenaw County, Michigan",39821,49151
26085,"Lake County, Michigan",30639,39986
26087,"Lapeer County, Michigan",54240,65613
26089,"Leelanau County, Michigan",55247,75584
26091,"Lenawee County, Michigan",48595,58175
26093,"Livingston County, Michigan",71694,84914
26095,"Luce County, Michigan",42083,48173
26097,"Mackinac County, Michigan",39055,49771
26099,"Macomb County, Michigan",54087,66548
26101,"Manistee County, Michigan",41169,52211
26103,"Marquette County, Michigan",45495,58006
26105,"Mason County, Michigan",40683,52576
26107,"Mecosta County, Michigan",37677,49852
26109,"Menominee County, Michigan",42014,48805
26111,"Midland County, Michigan",52465,72960
26113,"Missaukee County, Michigan",39735,48979
26115,"Monroe County, Michigan",55826,67061
26117,"Montcalm County, Michigan",40068,49707
26119,"Montmorency County, Michigan",34490,43191
26121,"Muskegon County, Michigan",40298,52024
26123,"Newaygo County, Michigan",43864,54862
26125,"Oakland County, Michigan",66456,89411
26127,"Oceana County, Michigan",40422,49352
26129,"Ogemaw County, Michigan",35988,45726
26131,"Ontonagon County, Michigan",34786,44541
26133,"Osceola County, Michigan",39035,46671
26135,"Oscoda County, Michigan",32838,41564
26137,"Otsego County, Michigan",46303,57758
26139,"Ottawa County, Michigan",55661,69997
26141,"Presque Isle County, Michigan",39240,47576
26143,"Roscommon County, Michigan",33286,46402
26145,"Saginaw County, Michigan",43258,56363
26147,"St. Clair County, Michigan",48869,60628
26149,"St. Joseph County, Michigan",44433,54805
26151,"Sanilac County, Michigan",40437,50326
26153,"Schoolcraft County, Michigan",38367,48565
