"﻿""lat""",long,author,year,month,day,hour,minute,text,hashtags,search_term,id,State
57.3069532502,-2.12689274269,jordan_kinnaird,2013,3,22,3,58,Your such a whore go back to the barn,,whore,-1696405459401484591,UNKNOWN
47.5203067,-122.2713765,ANAMylerecnis,2013,3,22,3,59,"It's too long to read tho... Lmfao  ""@rachelMFnaea: READ THIS DICK!""",,dick,5075816831794767187,WA
39.18795447,-94.61132684,Yung_Riddick,2013,3,22,3,59,I gotta magic Dick ill fuck your bitch then she cooks me tacos,,dick,-7446055101868192453,MO
40.1073087132,-83.0685104822,TheChris109,2013,3,22,3,59,@camoag12 cool story bro! Tell it again!That reply made sense?Don't b pissed dat my dick is literally bigger than ur arms!Ull grow up sumday,,dick,-7821403129806434464,OH
0.0,0.0,RMack_Attack13,2013,3,22,3,59,"I don’t sleep, I float in the air wrapped in a sheet. I’m not a real person. I’m a ghost trapped in the beat.",,beat,5970534365857170468,UNKNOWN
51.5750444068,0.1831005773,IrishMelissa,2013,3,22,3,59,@LyonsDublin lol ok I have to go see this now!!! ah u can't beat a good Dublin lad tho!,,beat,1809042014550031184,England
-26.02397,29.59902,MathobLetha130,2013,3,22,3,59,"@KgeeWhite17 now the beat of that track pumps in my head, keep going..sign along",,beat,9067632538660136725,MP
51.5183677318,-3.19169707925,RichieevoEvans,2013,3,22,3,59,@niklarrr I'm with you kid bloody gate the stuff . Snowball fight  😄,,fight,5453237015017817161,Wales
14.979765,120.724275,Annnestoppable,2013,3,22,3,59,"""@MyWishBucket: Those relationships where you can mess around, play fight &amp; tease each other.""",,fight,-8831180429567865716,Central Luzon
0.0,0.0,IJusDntGivaF,2013,3,22,3,59,he said she wake up in the Moring wanting to fight,,fight,6300235438654729316,UNKNOWN
51.912789635,-0.457715805,HazzassCupcake,2013,3,22,3,59,Ergh maths first lesson. Someone shoot me.,,shoot,-88933787596486588,UNKNOWN
0.0,0.0,whyteciaran,2013,3,22,3,59,Want to shoot a model? Superb tips from Jen Brook. This is pretty much spot on http://t.co/TrjhZYlrrs #etiquette #tips #behaviour #dothis,#etiquette|#tips|#behaviour|#dothis,shoot,-7398104986827594254,UNKNOWN
55.6392732,-4.7636424,ItsLozzaMate,2013,3,22,4,29,Im going to regret what im wearing but fuck it,,fuck,-4124163566887352769,Scotland
36.7966874194,-76.0085101992,_C_J,2013,3,22,4,29,“@CheetosOverHoes: You look like you wake up smelling like Big Mama Pickled Sausages &amp;amp; Spritz... @Fuck_TheWorld1x” lmfaooooo,,fuck,-7435320231904266960,VA
51.5970189893,0.213384581821,jesswright_x,2013,3,22,4,29,We are all gonna evolve into mammoths and polar bears and shit if England stays this cold any longer,,shit,-6414157056497846908,UNKNOWN
34.2123745167,-82.1585969333,Blk_BEauTi90,2013,3,22,4,29,You come wit way too many problems and your shit aint right!!!,,shit,8888587367559779217,SC
51.2571946532,-0.148188276217,SamRollason1,2013,3,22,4,29,Feel like shit this morning...,,shit,2100092429390812173,UNKNOWN
37.9939276865,-122.323969379,chef_dinomilk,2013,3,22,4,29,"I realized every time I let you use my phone, you go through all my shit. Especially the pictures. -.-",,shit,2466691398205989600,CA
34.75378664,-92.37086884,__tamiyah,2013,3,22,4,29,"“@TheeRealCalebb: Haters gone hate
Hoes gone hoe
Bitches gone bitch
Snitches gone snitch
Which are you?” Ahaterhoingbitchsnitch",,bitch,1537376530922317501,AR
53.4078115,-0.6923132,_ginadaniels_,2013,3,22,4,29,Snow you better not ruin my netball plans bitch,,bitch,-7132683147035000862,UNKNOWN
21.498808,-158.051058,tyy2necklace,2013,3,22,4,29,Damn I hate a shy bitch dntchu hate a shy bitch,,bitch,33531239515241124,HI
45.4719604161,-122.804475828,TRUUU_501,2013,3,22,4,29,“@abdi717: “@TRUUU_501: RT if you have a Crack on your iPhone” hahaha bitch” oh you do? Damn I do too bro,,bitch,-8605951668472230603,OR
-2.09291,-79.90559,hejustdreamed,2013,3,22,4,29,"Fucking bitch, come on.",,bitch,3089994865126201985,Guayas
0.0,0.0,cool_ass_butt,2013,3,22,4,29,too many waifus too little time.,,ass,5405753001454759355,UNKNOWN
34.0180748683,-117.590400304,JtOOles17,2013,3,22,4,29,Just got home I'm taking my ass to bed,,ass,8972149572528411254,CA
51.5023582487,-0.18985748291,brettmitchel666,2013,3,22,4,28,@TheChrisHampton #autocorrect is a cunt. #tooearly,#autocorrect|#tooearly,cunt,-5126084018674996104,UNKNOWN
52.5216092669,-1.03273662884,leshaa_94,2013,3,22,4,28,Whatever fucker rang me at 6 this morning is a fully fledged cunt,,cunt,-5145429290522937111,England
39.1483169,-94.6721551,Cunt_Vibes,2013,3,22,4,27,@Purple___Kush  why tf you tweetin like this ctfu,,cunt,7421774522785663003,KS
52.4912231872,-2.00585793449,Shippo76,2013,3,22,4,27,I'm going to take winter to court for being an absolute cunt.,,cunt,600847498544057115,England
44.0675546433,12.5772353813,jamiefrombrum,2013,3,22,4,27,@beechishere yeah I belted you ya cunt,,cunt,5542320749121157901,Emilia-Romagna
51.2379804275,-1.65571412581,_ShannonHenwood,2013,3,22,4,26,"it's cold, I'm ill and I'm going to be late for school cos my step dad is a complete count and wouldn't give me a lift to school. cunt.",,cunt,2072714457563962340,England
0.0,0.0,Olivia1100,2013,3,22,4,24,@DominicHammond dont be a slut,,slut,2533415676435708200,UNKNOWN
-33.0203882,27.9070585,sydyzm,2013,3,22,4,28,@Lauren_Flusk &lt;&lt;&lt;apparently all she wants for her birthday is a big booty whore,,whore,-5889705799306050638,EC
0.0,0.0,KissMeHenderson,2013,3,22,4,25,@_Dawson_Whore_ Marina? IS THAT YOU OMG ITS HANNAH #VoteBTR #KCA,#VoteBTR|#KCA,whore,7582540577183881968,UNKNOWN
36.260161,-86.592759,Jay_G0lden,2013,3,22,4,29,If I had a nick than his name would be nick so my nickname for my dick is dick!,,dick,-8997508433821776894,TN
52.1183709424,-2.07922309035,EllaBrown2,2013,3,22,4,29,He's such a sarcastic dick hahah,,dick,-1717001391171933725,England
0.0,0.0,MundayJesse,2013,3,22,4,29,@EditMeDavid @MailOnline The Duke is a #Dick .,#Dick,dick,7322870970419364936,UNKNOWN
38.5627362505,-121.385862669,ayyo__B,2013,3,22,4,28,@theedeanskii way to text me back dick. Haha,,dick,5541887746907082876,CA
52.5216092669,-1.03273662884,leshaa_94,2013,3,22,4,28,Whatever fucker rang me at 6 this morning is a fully fledged cunt,,fucker,-5145429290522937111,England
40.8434953,-81.263242,DanielleKay15,2013,3,22,4,19,#IfIWokeUpInANewBugatti shit id take that fucker and driveeee. No fucks given how I got it or how I got in it.,#IfIWokeUpInANewBugatti,fucker,-4203511271202437501,OH
36.5532565,-4.6181026,jamie_waite_17,2013,3,22,4,29,@Original_Dubes all they eat is Bacon Sarnies. Cant beat them tho. #baconsarnies,#baconsarnies,beat,5239936995671410916,AL
48.2606294228,7.7215405544,squashee,2013,3,22,4,29,Hotel breakfast - can't beat it. @ Hotel Santa Isabelle http://t.co/eEKw7ypbvl,,beat,391632321719912526,BW
34.0696571586,-118.165597817,emmamuhreego,2013,3,22,4,29,"You just mad cuz you couldn't keep me well whop you ain't beat me. Step to I'm with my new crew, and we do shi you can't afford to.",,beat,-3970243611544979768,CA
51.4502318111,0.00966366380454,CJSilk,2013,3,22,4,29,So Rihanna is willing to uphold a restraining order on a stalking fan but not on a boyfriend who viciously beat her.. #NoSense?,#NoSense,beat,7899391990729059289,UNKNOWN
25.2240476755,55.2856986833,khadijaalrum,2013,3,22,4,29,Try N2 the beat in burger fuel !! (@ Burger Fuel) http://t.co/Ntu9J0krSx,,beat,-5938371744983057846,Dubai
42.3060066811,-122.970770424,jonah_berry,2013,3,22,4,25,"@GarrettSmart rape is my escape, cover the mouth in tape. Get the shit on tape. Flexing wearing Bape. Then eat a crepe.",,rape,-7549370958453735857,OR
33.9123839094,-117.832594542,jpmatxxxxvich,2013,3,22,4,29,“@gnarlos187: @dnino06 @jpmatxxxxvich so fight at Sadie's?”,,fight,7591374234302563,CA
1.4533365,103.8184043,BAGGAYISM,2013,3,22,4,28,"If you don't fight for what you love,don't cry for what you lose.",,fight,-2629565063498161813,UNKNOWN
42.2787604,-83.2753531,H3art1Break3Kid,2013,3,22,4,21,Don't fuckin stab me with the tip!,,stab,-346436791726608829,MI
21.3596681413,-157.921856158,LT_THEGREATEST,2013,3,22,4,29,Chief sure as hell can't finish nor shoot! #AllLucky,#AllLucky,shoot,6127350215199344841,HI
33.6557123337,73.0154750331,muzamilhasan,2013,3,22,4,29,BTS Coke Shoot. Proof that @arsaljalib and @SumayahHasan were part of the Coke Campaign. #iphoneonly… http://t.co/iZFaVXLYC9,#iphoneonly,shoot,3485720782723245018,Islamabad Capital Territory
21.3597241471,-157.921728057,LT_THEGREATEST,2013,3,22,4,27,Lmfao! Chief THINKS I can only shoot! #ImDone,#ImDone,shoot,9106515640185402314,HI
56.0218232,-3.4164028,Abraham_Neil,2013,3,22,4,59,@TheRealFbloke its blowy as fuck in edinburgh,,fuck,-9053378485720648547,Scotland
50.9109971762,-3.49318966279,conniepike_,2013,3,22,4,59,exam now #shit #FAILED,#shit|#FAILED,shit,-5206574192714354183,England
51.5055189009,-0.560504951273,dani_mallia,2013,3,22,4,59,It's too early for this shit you little prick http://t.co/dkUGhm9TIn,,shit,-6970235600178120178,England
1.3561633,103.8785741,LuvlySafie,2013,3,22,4,59,What da fuq u want bitch?!! http://t.co/a2KzwVwHos,,bitch,-3554339697818098610,UNKNOWN
50.8712194954,-1.32837373763,meganlewis_,2013,3,22,4,59,@CantWeAllChill contacts are a bitch,,bitch,-2359761308526197199,UNKNOWN
6.45382,3.40671,IamDdanz,2013,3,22,4,59,"Then he uses Etisalat or Airtel, awon oniya @GovnorOfficial: Na daily BIS dis guy---»@Raskid_ dey always do....broke Ass oshi",,ass,-8060509711584535516,Lagos
0.0,0.0,miriamb91_,2013,3,22,4,55,@Juni0r_93 asshole i hate u now u bishhhhhhhhhhhhhhhhhhh,,asshole,-2272185983015306407,UNKNOWN
32.6647308,-97.2131958,RickCode,2013,3,22,4,55,High as brontosaur asshole,,asshole,8535559014440284884,TX
-6.9197932,106.9334133,RifqiAlamsyah2,2013,3,22,4,54,"Asshole""@khairul_iqbal: @RifqiAlamsyah2 @GherryAndryan ahhh, you hit my car _ _ _ _ _ _ _""",,asshole,-4196809356422141373,West Java
41.7154418165,-72.212938713,Shhhhannon,2013,3,22,4,53,college asshole wanna-bes are wreckless. can't even finish their degree #shame,#shame,asshole,1193032605404558293,CT
37.675739578,-120.980957486,vasestchris,2013,3,22,4,55,@TOPHERR666 SnapChat me back you #Faggot,#Faggot,faggot,4234196847493234281,CA
34.2190463999,-118.227886858,talithaa_m,2013,3,22,4,55,thinking maybe your a faggot,,faggot,4860286782661908400,CA
36.1558414903,-115.049461881,Mc_Stephyyy,2013,3,22,4,55,On the phone with faggot @AlanTheMartian,,faggot,5295931870688814150,NV
39.1483169,-94.6721551,Cunt_Vibes,2013,3,22,4,59,Lol yup http://t.co/JdqxUm4eGT,,cunt,-7097594135770095443,KS
51.4077562,-0.0576212,Keneken77,2013,3,22,4,58,@bateson87 horrible cunt aint he.,,cunt,3368867666443591334,England
29.5746515785,-98.4116177727,alyvic2011,2013,3,22,4,53,@laurah0406 go to bed whore!,,whore,-971026025267840533,TX
52.65407,1.33084,Connor2456,2013,3,22,4,59,@melissabowling_ I saw! You look like a dick.,,dick,5291902276984167932,UNKNOWN
29.889534032,-95.518934643,Geelovlee,2013,3,22,4,58,Lmao! Dude im dead over here! “@Phuckurfeelings: @Geelovlee I try but I don't know if I can top the power of the white dick tho 😂😂😂”,,dick,2883593571164205899,TX
6.6730969,-1.5616636,KafuiMoDrizzy,2013,3,22,4,58,"""@nanayaa_oheme: Ladies, ff for a dick, guys ff for pussy""Can I have dat now....",,dick,2780918128880428829,Ashanti
2.50555,102.08914,Wongffner,2013,3,22,4,59,"#nl 50cent-PIMP ""mother fucker p.i.m.p""",#nl,fucker,1814025500610949000,Negeri Sembilan
32.2294876445,-110.821253909,Cassielynnxo,2013,3,22,4,53,"If you know the little fucker Nikko who hangs at the skatepark, beat him up.",,fucker,5593756010039692898,AZ
31.7214872982,-106.303503151,DJ_Onihc42,2013,3,22,4,59,"A fight is going on at whataburger with chairs and @Ms_Aleks says ""ohhh is it WWE?"" Lmao-_-",,fight,-5008499526776413716,TX
22.2843999,114.1324423,DenRish0321,2013,3,22,4,58,"You fight like a married couple, you talk like best friends, and you flirt like first loves, so obviously it's meant to be.",,fight,3603479770854954654,UNKNOWN
14.7085747,121.087164,BukoFretch,2013,3,22,4,49,I want to stab every person on planet Earth.,,stab,-3459231348570354354,NCR
57.0566871856,-2.48491653241,itsreallyroddy,2013,3,22,4,49,I always smile and say hello to old people so they know im not going to stab them,,stab,-3652319382569602198,Scotland
36.09216309,-78.30327721,Based_Bully,2013,3,22,4,43,Im a Ol' Dirty Bastard Stab you with a dirty needle filled with dirty insulin!&gt;&gt;&gt; hip hop genius,,stab,-3678683679366375377,NC
38.2537093833,-85.8212882405,TheeRicoSuave93,2013,3,22,5,44,Only reason why I'm working at the mall today is my check was weak ass fuck from UPS can't afford to have a low check,,fuck,4573737555076506782,KY
39.7709677,-104.7922328,IvyHufanga,2013,3,22,5,44,"My mom really just fckn pissed me the fuck off , she better go back to sleep cause she got work in 2 hrs.",,fuck,-5998325463650556279,CO
39.8799176076,-82.9865543629,NoStrap_Shaddie,2013,3,22,5,44,@britishpink_ 😄😄😄that shit is dooooppppppeee you should come here so i can here it live lmao,,shit,8418277754086214208,OH
37.8057334581,-121.304038309,RoachyFarzon,2013,3,22,5,44,@Your_HighhNess why yo bitch ass gotta live hella far!,,bitch,3983416180866731947,CA
29.63494,-82.3507,Walk_Said_Dat,2013,3,22,5,44,My bitch she bout her cash she shake her titties and booty,,bitch,1829027143814996081,FL
38.2537093833,-85.8212882405,TheeRicoSuave93,2013,3,22,5,44,Only reason why I'm working at the mall today is my check was weak ass fuck from UPS can't afford to have a low check,,ass,4573737555076506782,KY
41.6436858,-91.5193447,MeghanMellecker,2013,3,22,5,44,My ass is so sore...need.to.get.up.,,ass,-785506341562948976,IA
18.2382956,-65.9319606,bluntcita,2013,3,22,5,44,@Yummy_CupCakes_ nice ass babe,,ass,3181225347070440525,Juncos
37.8057334581,-121.304038309,RoachyFarzon,2013,3,22,5,44,@Your_HighhNess why yo bitch ass gotta live hella far!,,ass,3983416180866731947,CA
-25.7570269325,28.1979844785,motaemr,2013,3,22,5,37,"@hopenerro mxm nigger I messed up big tym,eh lol I'll tel u wen I cum ther",,nigger,1412708539852705456,GP
55.90905,-3.95691,vicky_connal,2013,3,22,5,44,"Evidently mother nature is bi-polar !!  Nice 1 day, freak snow storms the nxt.. Get it the gither... Cunt tht yar !!",,cunt,7943400037081468786,UNKNOWN
39.171144501,-76.559870572,SydneyRoyah,2013,3,22,5,42,"“@That_White_Cunt: @SydneyRoyah ❤ “@lnternetGrandma: If I send you ugly selfies, our friendship is real.”” Oh zachlet 😊",,cunt,6027783367403663951,MD
53.8236589178,-1.78085868166,abiiwf,2013,3,22,5,43,squats are just classy slut drops,,slut,6303246820988628843,UNKNOWN
52.4688170374,-1.77805510683,summergorman2,2013,3,22,5,42,Lol its funny when people follow a certain culture of 'standards' but your a filthy ugly fat whore!!!!!!! Dont even get me started,,whore,-7773933394860212220,England
40.6870653629,-74.1825199127,Prince_Spic,2013,3,22,5,11,"I'm at Terminal A (Newark, NJ) http://t.co/yUkmIacWTq",,spic,-6382176350378144387,NJ
53.426725,-2.917328,505JM,2013,3,22,5,39,Still don't understand why ever fucker panics at a bit of snow?,,fucker,2810512115519412419,England
34.9279455495,-95.7988338708,lacyeebaker,2013,3,22,5,35,Could you imagine spending a day with him? Like holy hell. I wanna party with the mother fucker!,,fucker,-3218008952810276142,OK
38.3635598934,-77.5002522022,KaySoSkyHigh,2013,3,22,5,34,@JUXCE oh fuck off! Goodnite fucker!!!! Lls,,fucker,5122662792146728024,VA
33.7087503495,-118.034344018,notjessiknox,2013,3,22,5,44,@andreakennedy44 can't even fight back.. too weak.. need.. burrito..,,fight,5609899919168270215,CA
24.80276,46.61941,__1D1D1D1D1D__,2013,3,22,5,44,#imagine u were in a fight with zayn and u told him that u should break up with him he leaves heart broken like this. http://t.co/lepgfwDGyc,#imagine,fight,2127798145545713106,Riyadh Province
40.0533882855,116.611123262,Jettset,2013,3,22,5,20,I know. The next chopstick I see I'll use to stab myself in the skull or eye.,,stab,-6758576483598082834,Beijing
34.1898754053,-118.792672232,SeanGSky,2013,3,22,5,44,@FATTREL shoot me a DM ill get one for you right now,,shoot,-8785928388431651159,CA
41.2318606535,-82.1388487984,Blake_Bruce,2013,3,22,5,59,@J3TLIF3dreamz fuck that man haha,,fuck,-4398891767425977409,OH
40.3471434,-74.4307328,ronaldo_raffy,2013,3,22,5,59,"@biancaaalynnxo seriously, shit sucks...",,shit,2255306276489648253,NJ
35.4483794,139.4331292,cheesemonica,2013,3,22,5,55,My dad is being an asshole,,asshole,8649525428303758632,Kanagawa Prefecture
46.9731837214,-122.996602742,half_asshole,2013,3,22,5,54,“@half_bitch: Konichiwa and I don't know I suck at every language but English ok adios” three languages in one tweet. We has a winnar!😍,,asshole,4900829724822735052,WA
51.4467938002,0.0784559466281,genie_anne,2013,3,22,5,59,@savoury1 yes I am. But you are a cunt! Perfect for eachother. Xxxx,,cunt,-1399094914526387165,UNKNOWN
31.9871920115,35.8099013195,AyshaAlsamen,2013,3,22,5,59,if u weren't such a cunt we'd be great friends😄,,cunt,1637558098390861054,Balqa
53.4772146567,-2.26355801102,NateRob_,2013,3,22,5,58,@AlexHamer1 cunt. Didn't autocorrect that one lololololol Jk,,cunt,1322526513326370354,England
55.8975587,-3.6619956,SlutDr0pX,2013,3,22,5,57,"""ya cunt a think they're takin all avi's blood from her arm,fuckin doctors""",,cunt,-848872158644453658,UNKNOWN
51.220152369,-1.14077191182,Benjiboi_97,2013,3,22,5,58,"@Karinagimyx28bz , fuck off you slut.",,slut,6000832863537427884,England
50.7067375591,-120.389195722,GoldenBear2772,2013,3,22,5,58,@tywerrsmiff I really like that one song by yellowcard but slut punishment is just punishment on my ears.,,slut,-8083676302083396837,BC
0.0,0.0,Stocking18,2013,3,22,5,57,Gia Dimarco #sexy #babe #ass #pussy #fantasyfuck #slut #pornstar #brunette #stockings #blonde http://t.co/hlzO9tCmp9,#sexy|#babe|#ass|#pussy|#fantasyfuck|#slut|#pornstar|#brunette|#stockings|#blonde,slut,-7564999765846134713,UNKNOWN
52.2220789874,-2.22698089667,beckieharris_,2013,3,22,5,59,@devonmaecollins love you too whore xxxx,,whore,6082135879602076421,UNKNOWN
53.5126167,-6.3984125,Pajarnage,2013,3,22,5,59,@JaredLeto why are you a dick in all the movies you do?,,dick,4116486423781406627,Meath
54.600100275,-5.940643525,mafroman87,2013,3,22,5,59,I really dislike snow/sleet/hail/frost/rain/sludge. Towns dead and im the only dick I see trudging to work.,,dick,-2304312234116918231,Northern Ireland
34.0543362173,-117.938010302,MartsDiamonds,2013,3,22,5,58,My dick split open and Locus flew out!,,dick,-8929984872873321458,CA
49.1718165,-122.8176006,pakashi7,2013,3,22,5,59,@vishaydayal @sukhb09 doesnt matter paki beat sunnny gill #notwittersunny #pakashi @pakashi7 #fifa2013,#notwittersunny|#pakashi|#fifa2013,beat,6569811291418284064,BC
7.22066588235,125.642316733,khoerobin,2013,3,22,5,59,beat this @jasperotbrot http://t.co/nB2AIKncKP,,beat,-144163221363100543,Davao Region
50.7651631708,0.287188958667,Pomennedy,2013,3,22,5,59,@scott_riley @kimspire still beat Kim on her own ;),,beat,-3436239482972719881,UNKNOWN
51.281139589,0.521276533598,lianetwomlow,2013,3,22,5,56,"'If I don't have sex this weekend, I will have to rape someone' hahahahha omg",,rape,4398603685795505159,England
0.0,0.0,florenceimelda,2013,3,22,5,50,"new lesson; dont trust people easily. sometimes, you put trust on people who back stab from ur back ;3",,stab,-8276361393327095273,UNKNOWN
0.0,0.0,SophieMcPhish,2013,3,22,5,59,"Some people are so pretentious and on top of their human bravado, their ego is as high as the empire state. I want to shoot these people.",,shoot,3727752775952192343,UNKNOWN
51.6719018,-3.9631232,LucyyWilliams_x,2013,3,22,6,44,kids as young as 12 having STDs .. what the fuck hahahahahah,,fuck,1568178000100129800,Wales
38.3580673307,-98.7632247435,_MissNiko,2013,3,22,6,44,Goal for today tho is gonna be staying the fuck off twitter. I got shit to do and I don't need bitches killing my vibe before I gotta work,,fuck,-935837961283895565,KS
42.7742950386,-73.672393933,BigFuccinPapa,2013,3,22,6,44,Fuck This Shit!,,fuck,-4317520187163713114,NY
42.1550707,-71.5451144,yeahhitsjocelyn,2013,3,22,6,44,fuck work.,,fuck,2031170833082410880,MA
38.3580673307,-98.7632247435,_MissNiko,2013,3,22,6,44,Goal for today tho is gonna be staying the fuck off twitter. I got shit to do and I don't need bitches killing my vibe before I gotta work,,shit,-935837961283895565,KS
42.7742950386,-73.672393933,BigFuccinPapa,2013,3,22,6,44,Fuck This Shit!,,shit,-4317520187163713114,NY
43.0795912035,-89.3931421172,ichbinanne,2013,3,22,6,44,@barbieri_elo crazy bitch,,bitch,6136486742306722582,WI
42.1198404394,-85.8321448323,carla_ruthh,2013,3,22,6,44,Waiiiittt. My mom texted Forrest talking about how much of a bitch she was and he just acted like it was me. #fuckkk,#fuckkk,bitch,-8418543675538896679,MI
32.8086023452,-96.6658828408,IAM_KINGCHATMAN,2013,3,22,6,44,This Mexican bitch at work was drove af,,bitch,-4386658841344520914,TX
6.45146,3.28307,abraham34395754,2013,3,22,6,44,@Brian0703 brocklesner ass is gonna get wooped by triple h...cuz brock is a punk..so keep yur hopes low dude,,ass,-5731309858525208760,Lagos
34.40910537,-89.52595134,william662,2013,3,22,6,44,GOT TO GET FULLY BACK IN WORK MODE.. MY BIG ASS IS TIED.....#Ijs,,ass,2752712742309842602,MS
40.0116560888,-74.8810095527,Meer_Arrington,2013,3,22,6,44,fym youngboii this long ass walk -.-,,ass,-7722065244371966799,NJ
39.8246059418,-84.887878418,S_bestest,2013,3,22,6,44,Leather seats sucks fucjing ass!!,,ass,-3170168571534569829,IN
40.9116067412,-73.9070896526,BornAMonster1,2013,3,22,6,44,"""@ElvisDuranShow: It's FRIDAY! Let's PARTY! Wake Your Ass Up People!""",,ass,-2002715894727278705,NY
42.1198404394,-85.8321448323,carla_ruthh,2013,3,22,6,44,You fucked me over asshole.,,asshole,5818684111070563677,MI
37.2937227231,-121.889268227,suupsaige,2013,3,22,6,43,✋😒 if I'm being boring dont respond. asshole.,,asshole,-1368781979387140704,CA
39.1471539,-76.5435493,cody_gary,2013,3,22,6,41,"My little brother hates "" Nigger Music "" and the sad part is I didn't tell him to say it. He cusses worse than me.",,nigger,-2946625715421606872,MD
-33.731411554,151.166849119,Emeliargh,2013,3,22,6,31,"I feel asleep in the middle of the lounge room floor and woke up by my sister yelling ""skinny nigger, big balls"" ok",,nigger,4306645566552068900,NSW
32.4190337817,-91.1914963369,DaveJR318,2013,3,22,6,43,"I can't watch white on white porn , that shit awkward &amp; stupid 

the guy be like :

HEY YOU DIRTY LITTLE COCK SUCKING CUNT WHORE",,cunt,-5945753676418715836,LA
51.3705340354,-0.237451856956,MarcusHeath17,2013,3,22,6,44,@taylorswift13 Can you (not) give advice on relationships #Slut,#Slut,slut,-9132194615634300506,England
10.28762,9.83464,Thirslim,2013,3,22,6,43,"That childhood friend who has completely turned into a slut now.""",,slut,-2582296947682013361,Bauchi
54.6765361774,-1.23015281342,amyjaynebell,2013,3,22,6,41,"@lboydhill : if get bored of a boy easily 
@dettttty : it depends how big his willy is 
HAHAHAHAHA #slut",#slut,slut,-84342886657571237,England
45.663498367,-73.5556822547,LauraForiero,2013,3,22,6,41,Happy birthday to the biggest slut bag ever known @Cassieforiero 🎉,,slut,-4594601469776101632,QC
51.5229958355,-0.0778221078159,amyshawcat,2013,3,22,6,43,Am I hungover? I do not know. Looking like a crack whore in the 388,,whore,8222761531789871604,UNKNOWN
32.4190337817,-91.1914963369,DaveJR318,2013,3,22,6,43,"I can't watch white on white porn , that shit awkward &amp; stupid 

the guy be like :

HEY YOU DIRTY LITTLE COCK SUCKING CUNT WHORE",,whore,-5945753676418715836,LA
32.2865843308,-110.938285142,kgregzy,2013,3,22,6,42,FUCK MEN I'd rather walk 4 miles than have some fucker own me like that fuck him!,,fucker,-6933191552361889242,AZ
53.3943844933,-2.97342578506,PhotographyByNG,2013,3,22,6,44,@jenbenjevi weighted hula hoops are instruments of torture! Mine just beat me up for now reason! xxxxx,,beat,-4877781676901150221,UNKNOWN
42.2292364,-8.7069392,aaazzzzuuu,2013,3,22,6,44,"I made an awesome score in @BenjiBananas, 16 meters! Can you beat it? http://t.co/5x6LCOLATc http://t.co/zNei1ya5Gd",,beat,-8086674157423911465,GA
50.951313,-2.605929,kevsshots,2013,3,22,6,44,@Shots_James hi James we lost I done my part and beat my man let down by the others ha ha it was a good night though 🎳,,beat,7041476783247084002,UNKNOWN
33.928267,-84.1425534,errk_niqquh,2013,3,22,6,44,"Its a sin to beat your meat ,but its not a sin to be a porn star 0.o what the hell!!!!",,beat,9136666489608893698,GA
51.3885216835,-0.89742422104,H3WINGS,2013,3,22,6,43,@xcrissyyy @mattwearscrocs @kyraphillipsxox I will stab you in the face..,,stab,6498841317567506542,England
39.0351777594,-83.906864302,Thor_ASOD,2013,3,22,6,33,Ima ducking stab whoever is sabotaging me with these early ass alarms 🌵👊 #FuckYou,#FuckYou,stab,8958870321222030170,OH
-26.26563,28.1381453,DrealmattyG,2013,3,22,6,30,Why not let God fight for u dear @gorgiousdiva: Dear friend who eats my food and sleep under my roof.... then go at the back 2 stab me. May,,stab,7396289766244859389,GP
-7.78217631786,110.40122509,damnzo,2013,3,22,6,42,Dinner after shoot (@ Plaza Ambarrukmo - @ambarrukmoplaza w/ 15 others) http://t.co/Z033VhaPfp,,shoot,-5566802439581879483,Jogja
42.3076875648,-83.4025522974,ashleymariee61,2013,3,22,6,59,I look like shit today since i woke up at 6:40 😑,,shit,-7029652935074801342,MI
51.4816839869,-2.57661812878,StaceeeyV,2013,3,22,6,59,Some of the things I say to my manager mind and i still have my job! Haha #shit  #ohwell,#shit|#ohwell,shit,-770993831812161060,England
41.0757361,-81.5567728,_Tweet_Bitch,2013,3,22,6,59,TGIF !!!,,bitch,-6653549998956027958,OH
43.2386597,-78.1993596,felcialovesyou,2013,3,22,6,59,My moms a bitch....,,bitch,-7724166390961372704,NY
42.4462696,-83.0637177,TheySayRico,2013,3,22,6,59,Yea my old bitch fucked my new bitch,,bitch,-1311090196368615117,MI
35.2530293,-111.942921,The_Ice_Jackal,2013,3,22,6,59,@Velux_ @OsirisFaction Truths a bitch! :3,,bitch,3565131904031631450,AZ
54.5762514,-1.233793,Michaelistic,2013,3,22,6,59,@k0nstantinex I watched them all. 1.Chris dies 2. Freds dies 3. Bitch has a baby.,,bitch,-8005792158668433825,UNKNOWN
28.4885741641,-81.3047742005,nicolelillianx3,2013,3,22,6,55,"i will never regret our year &amp; 9 months , but i do regret letting me be a fool &amp; letting you step ALL OVER MY FUCKING HEART .. asshole ...",,asshole,-2816726107956750712,FL
42.0507660555,-71.8752320857,AlliThomas23,2013,3,22,6,53,I'll smack you. #faggot #ass,#faggot|#ass,faggot,4107357348678187240,MA
51.7204504013,-3.04706001282,callme_tom_,2013,3,22,6,58,"Fucking slut. Before you go calling people gay, you wanna sort out your own life and stop getting pregnant. #war",#war,slut,-3141536436532115014,Wales
39.5256947,-81.4341577,MwKenzie,2013,3,22,6,57,Her lil sister may be adorable but gosh her big sis.. shes a slut! #trackconvo @AlissaGinther1,#trackconvo,slut,3175878948885696849,OH
